"Date","Prefecture","Guests_Total","Guests_Prefecture","Guests_OutsidePrefecture","Type_Ryokan","Type_Resort","Type_Business","Type_City","Type_Simple","Type_CompaniesGroups","Pref_Ryokan","Out_Ryokan","Pref_Resort","Out_Resort","Pref_Business","Out_Business","Pref_City","Out_City","Pref_Simple","Out_Simple","Pref_CompaniesGroups","Out_CompaniesGroups","Occupancy_Rate","Occupancy_Tourists","Occupancy_NonTourists","Occupancy_0to9","Occupancy_Tourists_0to9","Occupancy_NonTourists_0to9","Occupancy_10to19","Occupancy_Tourists_10to19","Occupancy_NonTourists_10to19","Occupancy_30to99","Occupancy_Tourists_30to99","Occupancy_NonTourists_30to99","Occupancy_over100","Occupancy_Tourists_over100","Occupancy_NonTourists_over100","Occupancy_Ryokan","Occupancy_Resort","Occupancy_Business","Occupancy_City","Occupancy_Simple","Occupancy_CompaniesGroups"
2020-02-01,"Okinawa",1990520,213780,1672180,17850,832320,583120,314360,239760,3110,7740,8060,79060,714380,75200,487110,16380,297990,32860,164070,2540,570,36.6,35.2,49.5,23.4,21,40.1,45.5,41.3,56.8,49.5,48.3,61.6,41.6,41.6,NA,13.9,35.9,59.5,50.4,18,5.4
2020-02-01,"Osaka",3131050,418290,2547970,31750,261620,2006670,653690,149760,27580,9210,15460,25050,236570,263650,1602670,89920,563120,29700,103340,760,26820,43.1,37.7,49.2,37.8,29.1,47.7,42.7,37.3,47.9,45,39.9,50.5,50.1,48.4,52.7,22.5,58.1,43.8,44.3,27.5,38.1
2020-02-01,"Saga",197990,31510,156470,53680,18950,106270,9270,7920,1900,6610,44440,2810,16140,17160,82460,1750,7520,3180,4750,10,1180,27.3,19.5,37,15.3,9.2,21.3,34.5,21.2,47.6,41.1,30.4,56,22.7,21.3,31.1,22.6,29.2,56.2,39.2,5.8,2.6
2020-02-01,"Saitama",365410,82480,244600,17170,13430,274940,39960,19090,820,4080,13080,4630,8800,61170,178000,8600,29640,3940,14310,50,770,41.5,18.2,50.8,19.2,12,32.6,54.7,26.4,56.5,45,22.2,52.1,49.5,63.4,47.4,14.7,23,56.3,49.5,17,3.6
2020-02-01,"Shiga",255520,37810,213530,45100,51590,115480,26880,10530,5940,5720,39390,7220,44370,16780,94520,4560,22330,2430,8100,1110,4830,22.6,17,35.2,4,4.1,4.3,31.2,14.6,40.6,32,20.7,49,30.2,29.3,63.9,17.8,27.3,45.7,31,5.1,4.1
2020-02-01,"Shimane",228540,49680,174120,76740,3160,125950,14040,7570,1070,13970,62120,350,2820,29270,92590,3690,10350,2170,5410,240,840,27.9,18.6,41.8,13.7,6.5,28.2,34.3,15.4,45.7,37.6,30.7,51.5,34.9,34.9,NA,21.3,26.7,48.3,39.8,5.1,46.7
2020-02-01,"Shizuoka",1559500,315580,1201470,447400,318340,640620,56750,50950,45440,65510,370180,53370,251990,163550,460980,17670,39080,11470,39460,4010,39780,30.8,24.9,44.5,15.8,9.9,29.9,37.6,24.7,50.3,40.3,35.4,55.2,32.7,31.5,40.4,27,28.1,56,41.9,10.2,9.2
2020-02-01,"Tochigi",599540,116280,452510,180310,154870,221420,18100,16530,8310,30840,128070,27950,123570,47520,167900,4550,13560,3560,12970,1870,6440,24.9,19.3,42.3,9.5,8.3,19.4,28.3,17.8,48.1,36,29.7,46.5,35.4,34.6,44.1,18.1,29.6,46.5,44.2,6,8.8
2020-02-01,"Tokushima",149130,13180,123190,23470,15550,90290,14800,4620,400,1840,18050,340,9850,8610,81680,1260,9730,1120,3500,10,390,22.4,13.8,31.9,13.2,4.4,21.1,29,12.4,46.9,33,20.8,41.4,33.5,33.5,NA,10.5,26.7,42,41.3,3.7,3.9
2020-02-01,"Tokyo",5547120,1062330,3875410,117660,29290,3425800,1563820,367070,43490,19070,77050,11200,18080,581060,2441830,330410,1063010,110320,247710,10260,27720,47.8,43.1,51.4,41,33.1,48.8,52.2,53,52.1,53.8,50.8,55.5,44.1,41,47.9,22.9,32.3,53.5,44.4,39.7,32.5
2020-02-01,"Tottori",208940,39280,161590,71550,18020,94350,16770,8150,90,11750,57620,3760,14260,16470,71990,2850,13920,4350,3800,90,0,25.5,17.8,43.7,12.3,8.4,23.9,35.6,19.2,57.3,33.4,27.2,49.4,24.1,22.1,38.3,21,23.6,48.5,48.6,5.6,0.3
2020-02-01,"Toyama",247350,61960,185230,58620,12540,147430,19580,6850,2340,30040,28410,2990,9540,24490,122940,1560,18020,1270,5580,1610,730,24.3,14.3,38,7.5,5.4,15.4,32.4,15.7,44.7,32,22.9,41.2,36.3,31.7,41.7,16,22.2,41.3,41.9,3.7,33.5
2020-02-01,"Wakayama",305270,37150,254080,110390,68880,85050,7920,30570,2450,15810,94580,7470,54820,8360,69250,1950,5970,2860,27720,700,1750,21,17.3,41.8,10.2,8,27.1,30,19.6,53.1,32,31.3,35,21.6,20.4,56.6,16.4,26.3,48.2,53.2,9.8,15.4
2020-02-01,"Yamagata",413890,97510,292400,176330,19840,157590,37190,15960,6980,48860,112660,3520,16320,34130,114300,6360,30820,2500,13450,2130,4850,24.7,17,42.6,12.7,7.2,30.5,32.2,24.5,44.9,37.2,27.5,52.4,37.5,26.5,61.7,21.8,19.5,50.1,48.5,4.9,14.1
2020-02-01,"Yamaguchi",314350,61530,223610,63220,9670,212480,16600,10760,1610,14400,48820,2690,6980,36040,147230,3030,13570,3900,6860,1470,140,35.4,21.7,49.8,29.6,10.6,41.8,40.6,22.4,51.5,36.8,24.5,59.3,31.7,27.4,47.6,20.3,18.3,57,43.2,11.9,6.9
2020-02-01,"Yamanashi",505340,48280,433940,151960,135500,159190,7270,42520,8900,15460,133220,4100,131410,24190,115740,1350,5920,2440,39560,750,8080,16.3,13.3,34.6,6.7,6.9,4.8,26.8,16.1,54.8,32.6,26.8,54,32,31.7,59.8,13.1,25,50.1,44,4.6,6.1
2020-03-01,"Aichi",736890,222700,447720,45840,27900,516870,112470,27630,6170,25370,16450,12120,4640,130900,341830,33600,72500,17840,8990,2860,3300,20.2,11.5,26.4,10.1,7.4,20.1,25.3,15.1,28.4,22,15.5,25.9,15.2,9.3,22.2,7.8,12.6,25.9,22.5,9.5,12
2020-03-01,"Akita",195520,51000,139030,33600,7210,134720,16730,2710,550,9460,23850,2590,4620,34160,95360,3310,13420,950,1760,530,20,17,6.9,26.6,15.1,2.7,22.2,19.2,8.1,28,16.8,8.8,34.7,20.6,9,38.2,7.1,11.1,33.4,34.9,1.9,3.9
2020-03-01,"Aomori",252680,88560,157280,54110,8690,172410,13080,4390,0,23630,30470,2460,6230,54820,110780,4330,8730,3320,1070,0,0,21.5,12.1,28.4,16.7,4,22.3,28.4,15.2,35.3,21.4,12.2,31,17.5,18.4,13.5,12.2,11.1,34.8,19.3,5.3,0
2020-03-01,"Chiba",797150,186580,553000,85020,155870,364370,127890,49090,14910,26450,55660,35610,110150,74760,250250,30510,97380,14690,32410,4560,7160,14.7,9.5,26,9.7,6.7,19.2,22.8,10.4,34.1,23.3,17.2,37.7,9.4,7,15.7,13,7.5,27.3,26.3,6.2,15
2020-03-01,"Ehime",267190,44640,196280,56300,5100,155060,25180,23480,2070,4890,50420,870,3020,31050,99980,3800,21390,3750,19690,290,1780,27.8,18.7,36.5,15.8,12,21.7,37,17.5,43.1,36,25,49.8,25.8,23.4,28.1,21.9,25.2,45.1,29.8,10.2,7.6
2020-03-01,"Fukui",204490,30110,160320,66980,11130,112850,8840,4680,NA,16170,49740,840,10190,11320,90120,860,6500,910,3770,NA,NA,18.2,10.6,31.7,6.4,3.4,13.5,29.8,9.4,44.9,28.1,17.4,41,21.7,21.6,22.7,11.4,15.2,43.2,22.4,3,NA
2020-03-01,"Fukuoka",913840,246870,631320,24010,28360,621400,190110,44690,5260,12270,11270,18110,9080,145820,447260,49660,140450,19630,21350,1370,1910,24.7,15.7,32.2,16.8,11.5,33.6,28.8,15.7,33.2,28.9,25.1,31.6,21.9,14.8,28.8,8.5,13.5,32,30.2,8.8,4
2020-03-01,"Fukushima",811880,219620,559380,229070,62820,458160,10910,38720,12210,64530,164200,10050,49680,119700,315860,1250,6410,14250,20840,9830,2380,23.2,10.6,42.6,20.2,4.6,43.3,28.5,9.9,40,26,16.7,47.9,18.5,17.6,37.6,15.2,13.8,50.2,35,7.5,16.7
2020-03-01,"Gifu",377440,68310,292410,117630,52740,179930,4420,18890,3840,17300,98270,7800,44940,38980,126390,1140,3280,2130,16730,970,2810,20,14.6,37.4,11.9,5.9,31.1,25.7,15.7,43.3,28.5,24.7,41.9,20,20.3,15.1,14.7,19.9,43.8,11.9,5.9,7
2020-03-01,"Gunma",472380,73330,386990,229150,50220,157430,13160,12350,10080,28680,195500,4420,42240,32850,123290,5700,7470,880,9330,800,9160,21.3,17.6,35.2,8.9,8,15.2,33.1,22.7,49.7,28.1,26.1,33,21.4,21.4,NA,18.7,16.7,44.1,23.3,5.3,22
2020-03-01,"Hiroshima",546730,139570,393160,30670,24320,362220,96890,31140,1490,8350,21750,7880,13680,88530,267830,21270,75620,13440,12930,110,1360,25.6,13.8,34,17.5,13.1,24.9,27.5,10.2,36,30,15.3,38.5,29.1,24,31.5,11.5,18.5,41.3,35.3,5.8,3.4
2020-03-01,"Hokkaido",1107160,688640,339750,260600,105350,550350,143820,44430,2600,211130,28060,67650,34240,311490,192130,71270,67720,24770,17340,2340,260,13.7,10.2,20,9.4,5.6,14.5,18.6,13.6,23.4,15.9,11.1,25.4,12.3,11.5,16.1,10.5,9.3,21.9,14,5.5,2.1
2020-03-01,"Hyogo",734110,182710,493490,194840,112550,276350,89420,39550,21390,60910,132760,24980,60460,58190,194650,19600,69820,14060,22610,4970,13200,21.1,16.9,30.2,9.2,6.5,21,26.1,16.2,35,26.2,23.9,29.1,26.3,25.4,31.5,17.1,24,34.5,24.3,7.3,13.9
2020-03-01,"Ibaraki",370660,87130,249040,58070,9050,281520,14050,5950,2030,10120,47560,3720,5320,64910,182510,5070,8980,2360,3590,950,1080,25,10.4,34.8,15.3,8.1,20.7,28.9,4.4,39.3,31.5,13.9,47,27.1,26.9,27.3,9.9,22.3,41.4,26.1,5.8,15
2020-03-01,"Ishikawa",443810,57680,360600,120920,17400,240780,38990,25050,670,33230,85910,2740,11310,16490,203990,1950,37050,3000,21950,270,400,21.8,19.1,31.2,12.3,10.4,21.6,27.9,24,34.3,24.6,22.1,33.6,19,18.4,29.8,15.8,20.4,34.5,29.5,7.3,4.2
2020-03-01,"Iwate",317850,106140,210810,85640,34830,148640,34750,13540,460,36560,49080,9810,25020,44410,103570,7750,26750,7390,6150,220,250,20.5,12.5,30.6,11.7,6.6,18.4,27.8,12.9,33.2,23.9,16.6,36.3,14.6,11.7,44.1,14.9,10.5,39.2,32.5,8.8,16.2
2020-03-01,"Kagawa",222040,45220,171100,33500,27620,103810,27490,29450,170,3450,30050,3510,24120,27700,76100,7290,14480,3270,26180,0,170,21.7,15.8,31.8,13.5,12.6,18.7,21.4,7.7,29.9,31.3,24.6,39,24.8,20.7,36.6,16.2,21.8,33.2,37.1,9.8,8
2020-03-01,"Kagoshima",457510,123750,316550,80490,56550,253030,36650,30800,0,21650,57560,13460,43090,65960,172220,7860,28790,14830,14890,0,0,23.4,16.2,33.4,12.2,8.9,17.9,33.8,18,43,32.8,22,47.6,24.4,23.7,30.5,15.3,21,43.5,31,6.8,0
2020-03-01,"Kanagawa",1296260,413240,763430,127660,164760,661280,163880,134820,43850,38320,87210,42710,94250,190710,409300,53650,107890,72630,36270,15220,28510,28.7,24.9,32.4,15.9,10.2,22.9,33.9,27.4,38.5,35.3,33.2,36.9,32,38.1,26.6,15.7,35.4,37.4,33.7,27.7,8.7
2020-03-01,"Kochi",156880,27150,113830,21630,12020,96220,14590,12400,NA,2990,14450,2030,10000,16710,68110,2010,12590,3410,8690,NA,NA,17.7,10.7,28.5,9,6,15.2,27.1,11.8,35.1,24.2,17.3,46.3,20.4,17.1,34.3,8.8,16,34.2,27.2,5.4,NA
2020-03-01,"Kumamoto",384340,91590,286720,94440,29190,200860,21320,37000,1540,26070,68370,5190,24000,43850,151330,4010,17310,12250,24750,220,970,19.5,13.4,29.4,11.1,10.4,13.4,26.7,19.3,32,23.3,14.1,37.4,16.7,12.9,26.3,14.8,10.5,35.1,24.8,10.1,5.2
2020-03-01,"Kyoto",1194980,147560,951550,98700,65580,553900,244950,221450,10390,11950,85750,9110,56470,85060,414380,18090,226860,19670,161380,3680,6720,19.5,18,29.3,11.4,10.6,16.8,21.8,18,35.6,25.3,23.5,32.7,23.6,24.1,NA,11.3,26,27.8,23.2,12.5,6.1
2020-03-01,"Mie",398030,70670,313620,112990,85780,177750,10720,9190,1600,15180,91410,14170,70200,38180,133640,1870,8850,860,8330,420,1180,20.7,15.1,36.2,6.5,5.2,12.2,31.8,17,47.2,30.6,25.3,41.8,21.6,20.9,34.7,16,22.3,42.8,42.7,4.1,0.9
2020-03-01,"Miyagi",539300,166550,358220,109400,27480,328630,43720,29380,680,51310,51710,11540,15940,84740,235740,8010,35710,10380,19000,570,110,23.4,14.3,33.3,12.1,4.3,24.7,28.9,10.9,35.4,29.6,21.5,37.4,20.4,19.6,24.9,15.8,13,40.9,26.6,7.3,2.2
2020-03-01,"Miyazaki",227640,55140,156610,13650,35030,155360,12430,11160,0,3840,8330,9160,25870,33330,107620,3310,9120,5500,5660,0,0,21.8,12.5,31.2,16.1,4,25,24.4,8.2,33.1,26.8,16.2,38.3,19.8,20.6,4.5,7.8,16.2,36.8,35.1,5.7,0.2
2020-03-01,"Nagano",826180,133090,665140,262320,181060,278430,41340,45710,17320,40330,209610,14770,160530,64040,209100,7290,34040,5390,39880,1270,11970,11.5,8.8,26.4,5.5,4.6,13.1,16.8,10.7,33.9,20.4,16.1,37.6,20.2,19,30.6,8.1,14.8,37.3,28.8,3.2,4.7
2020-03-01,"Nagasaki",331870,62980,247600,43030,40660,188450,35540,23410,780,9560,33250,5820,34590,37350,138110,4210,31330,5300,10280,740,40,17.8,12.4,28.6,10.9,10,14.4,25.7,10.5,36.4,23.6,15.8,45.6,13.8,12.6,37,10.5,12.1,36.7,28.9,5.1,2.5
2020-03-01,"Nara",96630,16620,78240,20760,10170,32170,15330,18190,0,3010,16830,1780,8390,6700,25140,1350,13990,3780,13890,0,0,10.5,9.4,20.5,5.7,4.6,19.1,12.1,9.7,20.9,15.2,14.9,36.8,26,26,NA,6.3,28.3,21.6,21.3,5.6,0
2020-03-01,"Niigata",514490,139310,361470,151050,58550,252380,29880,11940,10690,50600,99200,5570,46860,65880,180160,11110,18770,3460,8480,2690,8000,13.9,7.7,32.1,6,3.9,17.3,26.5,9.5,43,19.4,12.8,38.5,19,16.1,27.7,8.3,12,39.1,24.7,2,20.1
2020-03-01,"Oita",434720,60600,334480,110960,111000,183360,10710,15170,3520,6830,77140,12460,98540,36330,134380,2210,8500,2300,12870,460,3050,21.4,19.2,26,11.5,10.4,14.5,24.9,15.5,32,24.4,19,37.5,46.2,46.2,46.4,16.5,31.4,36.6,25.2,3.8,5.8
2020-03-01,"Okayama",331910,52140,265850,37680,26930,219400,34640,12340,910,7780,28690,5030,21910,30810,178000,5070,27450,3440,8890,0,910,21.8,10.6,33.7,9.4,5.4,18.8,36.1,15.5,44.7,25,17.2,31.2,24.4,20.9,30.6,12.6,16.1,39.9,29,3.3,14.6
2020-03-01,"Okinawa",1310380,226350,1043300,12850,632460,342530,144300,178010,250,4740,6500,85460,527460,87690,248440,13640,130660,34560,130240,250,0,22.3,21.6,29.2,15.6,14.3,25,25.7,23.2,32.5,28.3,27.7,37.1,25.9,25.9,NA,10.1,24.1,34.7,23.2,12.2,0.4
2020-03-01,"Osaka",1493920,288310,1131070,17880,40630,1012870,307380,89210,25960,6110,7240,14610,26020,180560,785800,68600,238130,17910,48430,510,25460,19.1,13.1,25.5,19,9.5,33,19.7,15.5,23.3,19.6,15.9,23.2,17.5,13.6,21.6,12.4,9.5,20.7,17.9,15.6,32.6
2020-03-01,"Saga",159610,21740,133900,42170,11020,95210,6250,4290,680,5540,35120,1220,9800,12520,80220,1780,4470,680,3600,0,680,20.3,13.6,28.2,14.9,4.6,23.8,22.6,15.1,30.6,28.8,23.1,36.4,16,16.3,14.4,15.6,23.3,46.4,22.8,2.9,0.8
2020-03-01,"Saitama",306310,72470,200220,12120,12720,237310,26030,17310,830,2220,9910,3120,9600,53270,152910,8310,17710,5370,9460,200,630,32.4,14.9,39.4,17.2,9.7,30.4,44.2,18.3,45.9,33.6,18.4,39,30.8,45.8,28.6,9.9,19.2,44.8,32.9,13.9,3.4
2020-03-01,"Shiga",216450,38600,171230,29610,41930,106800,23430,12370,2320,4090,25520,5990,34040,21330,80760,4460,18970,1980,10390,770,1550,18,13.3,29.3,3.8,4.1,3,27.6,18.7,33.3,24.5,14.5,39.3,21.4,20.4,56.3,11.1,22.2,37,25.1,5.7,1.6
2020-03-01,"Shimane",229740,44550,181160,73560,3950,124260,14050,13340,580,9220,63760,260,3690,27640,93170,3350,10700,3920,9420,160,420,25.7,17.8,36.8,14.2,8.4,26.4,30.2,15.6,38.2,33.7,26.8,47,32.3,32.3,NA,19.5,29.6,41,36.5,8.2,23.8
2020-03-01,"Shizuoka",1219750,243600,943070,339390,247070,519280,42560,44650,26810,46530,281990,35170,200230,136300,373520,13050,29500,10230,34410,2310,23420,22.9,18.5,32.8,11.8,8.1,20.8,28.6,18.6,38.1,30.7,27,41,21.4,20.8,25.1,20,21.3,42.6,26.1,7.9,5.2
2020-03-01,"Tochigi",503780,84670,394380,145220,135440,186570,10780,18330,7430,18550,112170,21770,111360,36960,141710,2550,8230,2770,15560,2090,5350,19.3,15,33.6,7.6,6.9,15.6,23.2,13.9,39.6,26.9,22.3,34.9,26.6,26.6,27,13.3,23.6,37.1,28.2,6,7.1
2020-03-01,"Tokushima",113810,13870,88730,18130,11330,65870,10380,7150,970,2960,14050,190,4420,7560,58310,760,6230,2330,4810,60,900,15.8,10.3,22.5,8.4,4.4,13,23.4,10.5,34.7,24.4,17.8,29.4,21.1,21.1,NA,7.1,18.1,29.5,26.4,5.6,8.3
2020-03-01,"Tokyo",2890790,868470,1772620,51510,15700,1929850,619180,246170,28380,14680,32970,6470,9240,538780,1217110,200810,358070,100960,138130,6770,17100,23,19.1,25.9,24,19,28.4,27.5,26.5,28.1,24.4,21.3,26.2,15.7,13.5,18.5,10,15.6,27.7,16.2,24.1,18.9
2020-03-01,"Tottori",177450,27790,136530,63860,13400,84230,11420,4400,140,6140,50990,2110,11290,13290,64930,4030,7390,2220,1790,0,140,19.9,13.4,35.8,9.5,5.4,21.2,26.1,11.8,43.4,27.8,22.3,42.5,17.2,17.2,NA,16.9,14.8,39.2,45.5,2.8,0.5
2020-03-01,"Toyama",180040,41470,138570,34750,5470,116980,13430,7100,2300,13170,21580,1810,3650,22880,94100,1190,12240,800,6300,1620,690,16.9,8.3,29.4,5.8,3.3,14.2,24.6,10,36.9,20.9,12.4,30.2,23,17.1,29.8,8.9,8.9,33.1,26.8,3.5,29.5
2020-03-01,"Wakayama",240180,33950,198840,82020,39590,72680,5530,38350,2010,11880,70140,4980,34610,7080,58420,1490,4030,7080,31060,1430,580,15.4,12.1,33.5,8.5,6.4,24,26.3,18.2,44,20.2,19,25.5,13.3,12.5,35,11.4,14.5,37.5,34.8,11.2,11.4
2020-03-01,"Yamagata",289000,71760,205000,106680,8270,130820,25760,11700,5760,32170,67300,2020,6250,30280,95500,4760,21000,990,10720,1540,4220,15.9,9.6,30.6,8,3.1,22.8,19.5,12.4,30.8,26.7,19.6,39.2,22.4,13.2,42.6,11.8,10.5,38.1,32.6,3.3,10.4
2020-03-01,"Yamaguchi",242010,63630,165550,48970,6370,168180,11010,7370,100,11500,37470,2300,3950,46430,109290,1940,9070,1360,5770,100,0,26,15.5,37.2,23.1,11.3,32,28.9,14,37.6,27.1,16.8,44.4,21.8,19.6,29.9,14.7,16.5,42.9,27.5,7.1,0.4
2020-03-01,"Yamanashi",315950,32610,259300,85050,64320,123250,5330,34170,3830,5940,75890,6020,58300,17450,94340,910,4420,1870,22950,420,3410,9.5,6.8,26.2,2.8,2.6,3.4,17.1,8,40.4,21.7,16.8,41.3,17.4,17.2,39.2,6.6,11.3,36.9,30.7,3.5,2.7
2020-04-01,"Aichi",402480,135030,240170,11930,6000,327430,46860,8660,1600,5240,5100,3070,650,99980,208780,18550,23580,7370,1290,820,780,10.8,4.2,15.8,7.9,3.6,17.7,14.1,5.7,17,10.2,4.4,14.1,7.1,2.9,12.4,1.8,2.8,16.3,9.8,3,2.3
2020-04-01,"Akita",77830,21420,54380,11660,2220,54790,8100,840,220,3900,7750,780,1360,14440,38400,1730,6370,350,490,220,10,7,1.9,13.1,5.4,0.9,8.5,8.6,2.2,16.1,7.5,2.3,21.4,7.2,2.3,14.6,2.4,2.6,16.2,16.4,0.6,1.8
2020-04-01,"Aomori",119170,38260,78920,23510,1160,87070,4130,3300,0,6740,16770,550,570,26840,58280,1410,2720,2710,580,0,0,10.5,3,15.8,10,1.5,13.9,14.1,5.5,18.8,9.7,2.9,16,1.9,1.4,4.2,5.5,1.6,18.3,7.3,3.5,0
2020-04-01,"Chiba",441380,105740,321890,39900,39710,264480,75040,19870,2380,11300,28420,11880,26390,53820,200040,20830,52770,7020,12850,900,1430,8.7,3.1,19,7.5,2.4,21.5,12.8,3.8,21.3,11.9,6.3,22.6,5.6,1.6,13.9,5.4,2.3,21.1,14.4,2.8,2.1
2020-04-01,"Ehime",100100,22320,64620,9000,1020,71280,8770,9550,470,3150,5610,130,520,15950,42780,1790,6980,1210,8340,80,390,11,3.2,17.6,8.2,2.3,14.7,16.7,5.6,20.1,11.6,3.3,21.5,6.6,3,10,3.7,5.5,21.7,11,4.4,2.1
2020-04-01,"Fukui",91980,13230,76500,19820,2710,64870,3040,1530,NA,2310,17470,320,2390,9790,52870,460,2580,340,1190,NA,NA,8.3,1.5,21.6,5.2,0.4,17.9,17.8,1.3,32.6,10.1,3.6,18.6,2.2,2.1,3.8,3.6,4,25.5,9.3,0.8,NA
2020-04-01,"Fukuoka",291780,95290,187850,6280,8110,221070,39970,14730,1630,4080,2160,6570,1500,68340,147620,11050,27780,4920,8330,330,470,8.1,3.8,11.9,4.1,3,8.3,10.4,3.7,12.7,10.3,5.1,13.6,6.5,4.5,8.4,2.4,3.7,11,8.3,3.1,1.3
2020-04-01,"Fukushima",476980,124930,326910,106420,13200,320550,9610,18550,8650,16340,89560,4790,7610,86770,214440,2190,4870,7730,8870,7100,1550,14.2,2.4,30.7,15.4,1.1,35.9,17.4,3.1,26,14.1,4,33.7,3.3,2.9,5.9,7.4,3.1,35.8,24.4,3.7,12.2
2020-04-01,"Gifu",131030,28420,94490,21680,7530,93290,3290,4490,750,2910,18460,1580,5950,21270,64530,1040,2250,1300,2880,320,420,7.4,2.6,22.4,5.7,1.1,20.7,10.2,3.6,22.6,9.5,3.8,27,3.1,3,3.6,3.1,2.7,24.5,7.3,1.4,1.5
2020-04-01,"Gunma",143630,31250,110830,36080,7780,88880,5490,4450,960,6680,28800,940,6690,20890,67980,2250,3030,460,3380,20,940,6.2,2.7,20.8,2.3,1.7,6.4,13.1,3.9,30.7,7.8,3.5,19.9,2.4,2.4,NA,2.9,2,26.7,11,2,1.6
2020-04-01,"Hiroshima",265140,88130,168980,8870,7230,202450,30440,9050,7100,3090,5710,3830,3400,66370,133800,9610,20830,4820,4130,410,1100,12.8,3.6,19,8.9,2.9,16,13.1,2.4,18.6,18.8,5,28.7,9.5,7.3,10.2,3.4,6.1,23.8,11.5,1.7,18.2
2020-04-01,"Hokkaido",664940,470200,157940,151950,33830,382590,70350,24780,1440,135140,8170,28520,4550,239670,116970,43970,25610,21590,2500,1310,130,8.4,4.4,15.3,7.4,2.9,12.8,12.5,6.6,19.4,9.3,5.1,17.1,4.7,3.8,9.3,6.2,2.8,16.3,7.6,2.8,1.1
2020-04-01,"Hyogo",266240,77510,165810,31280,25260,150590,39180,5940,14000,11310,19640,6890,11760,38620,97220,16790,22260,2330,3470,1560,11470,8.2,3.4,18.7,3.5,0.8,16.7,12.9,3.1,22.2,10,4.5,16.7,7.1,5.7,15.2,2.8,5.4,20.9,11.1,1.3,9.6
2020-04-01,"Ibaraki",210510,46970,134150,15300,2230,181780,8370,2060,770,1300,13920,860,1370,40350,112120,3380,4990,990,1070,80,690,14.8,1.8,23,9.2,2.7,13.5,20,0.5,28.1,16.8,1.5,30.6,11.9,3.9,16,2.7,5.7,27.5,15.3,2.2,6.4
2020-04-01,"Ishikawa",123800,19430,94730,21280,4400,87480,6060,4420,170,5780,14810,1150,1580,10500,70220,990,5070,840,3060,170,0,6.4,3.9,13,5.7,4.2,10.2,8.8,4.3,15.1,5.8,3.7,12.7,3.8,3.6,6.4,3.2,3.4,12.8,4.5,1.5,1.1
2020-04-01,"Iwate",163620,57180,106390,39690,7020,88980,17010,10860,60,15220,24470,3090,3930,26890,62080,4710,12240,7210,3650,60,10,10.4,3.2,19.6,9,3.3,14.3,16.9,4.7,22.5,9.7,3.4,22.4,3.1,1.3,21.3,6.7,2.1,25.7,17.3,5.5,2.5
2020-04-01,"Kagawa",75980,15860,58160,4190,3050,49640,13090,6010,10,730,3450,640,2410,10880,38300,2320,9270,1280,4730,10,0,8.1,2.9,17,4.9,3.3,13.5,10.4,1.1,18.1,11.5,4.4,19.5,4.9,1.9,10.7,2.1,2.5,18,14.7,2.4,0.3
2020-04-01,"Kagoshima",183190,65450,105460,21630,13550,118150,14160,13320,2370,11390,9070,6390,7020,36400,71110,4960,8930,5630,7620,670,1700,9.9,4,17.3,6.6,2.8,12.2,14.9,4.9,19.9,12.4,4.4,22.1,6.5,5.2,15.2,4.6,5.3,20.9,12.4,3.1,17.4
2020-04-01,"Kanagawa",585550,237690,289920,29140,33660,356660,53340,103420,9330,6400,21800,9450,18790,129860,204630,24680,26500,64250,12130,3050,6060,13.7,6.4,21,12.8,3,30,16.7,8.4,22.7,15.3,8.4,21.8,9,8,9.9,4.3,6.4,21.7,12,19.6,2.1
2020-04-01,"Kochi",60340,17680,36500,8020,1610,40850,5200,4650,NA,2550,4200,300,1310,11780,24190,950,4260,2100,2550,NA,NA,7.3,3.4,12.3,4.5,2.8,6.9,11.6,3.7,15.8,8.4,4.1,22.7,6.2,4.2,12.4,3.3,3.3,15.7,9.7,2.1,NA
2020-04-01,"Kumamoto",148750,39860,104580,19620,6780,104970,7270,9830,270,8100,11510,1410,5370,24370,76290,1890,5380,3970,5860,110,160,7.8,2.8,15.5,2.9,2.1,5.5,13.3,4.9,18.6,9.6,2.9,20.3,4.4,2.6,9.1,3.2,2.4,19,9.5,2.9,0.8
2020-04-01,"Kyoto",294180,74640,208100,13340,17640,173640,40590,46950,2020,2590,10150,5500,8450,43810,127370,8410,31820,13420,29190,900,1110,4.4,3.4,7.9,3.9,3.3,9.1,4.6,3.2,6.5,5.1,3.5,12.2,3.5,3.5,NA,1.6,5.3,6.9,3.6,2.8,1.1
2020-04-01,"Mie",144930,32260,108940,19860,17640,101100,4170,1570,590,3580,15000,3190,13940,23970,75200,930,3230,70,1500,520,70,7.7,3,20.4,1.8,1,5.5,15.9,4.8,27.9,11.2,5,22.6,3.6,3.2,12.2,2.9,4.5,24.3,14.4,0.8,0.4
2020-04-01,"Miyagi",242140,73580,165420,20400,5510,182000,14690,19350,190,9160,11240,1630,3880,49380,129480,3640,11050,9590,9750,180,10,10.9,3,19.2,8.8,2.6,18,14,2,19,14.3,4.8,22.4,3.3,2.4,7.6,3,2.6,23.8,9.3,5.3,0.7
