"Date","Prefecture","Guests_Total","Guests_Prefecture","Guests_OutsidePrefecture","Type_Ryokan","Type_Resort","Type_Business","Type_City","Type_Simple","Type_CompaniesGroups","Pref_Ryokan","Out_Ryokan","Pref_Resort","Out_Resort","Pref_Business","Out_Business","Pref_City","Out_City","Pref_Simple","Out_Simple","Pref_CompaniesGroups","Out_CompaniesGroups","Occupancy_Rate","Occupancy_Tourists","Occupancy_NonTourists","Occupancy_0to9","Occupancy_Tourists_0to9","Occupancy_NonTourists_0to9","Occupancy_10to19","Occupancy_Tourists_10to19","Occupancy_NonTourists_10to19","Occupancy_30to99","Occupancy_Tourists_30to99","Occupancy_NonTourists_30to99","Occupancy_over100","Occupancy_Tourists_over100","Occupancy_NonTourists_over100","Occupancy_Ryokan","Occupancy_Resort","Occupancy_Business","Occupancy_City","Occupancy_Simple","Occupancy_CompaniesGroups"
2020-04-01,"Miyazaki",112810,31130,73520,6210,9100,91030,2750,3720,0,1380,3700,2920,6180,23770,60230,880,1870,2180,1540,0,0,10.6,3.5,16.6,11.3,1.3,16.7,13.2,2.9,18.2,10,4.1,14.9,5.2,5.3,1.6,3.4,4.4,19.7,10.1,2.1,0
2020-04-01,"Nagano",241530,59270,172350,37890,25280,154640,11590,5780,6340,9950,27220,2430,22050,41250,105090,3770,7830,1290,4490,580,5680,3.4,1.3,15.9,1.2,0.5,8,6.9,1.9,21.6,6.4,3,22.8,3.9,3.1,9.3,1.2,2,22.2,11.1,0.4,1.8
2020-04-01,"Nagasaki",130690,32160,90380,10890,6450,96830,11300,4690,550,2710,8140,1120,5170,23880,64980,2160,9130,1740,2950,540,10,7.1,2.9,15.7,4.8,3,8.8,12.8,3.1,20.3,8.4,3.2,20.7,2.4,2,9.9,2.7,1.8,19.8,9.9,1.1,1.9
2020-04-01,"Nara",42470,8470,32580,8230,1830,19200,7170,6040,0,790,6160,250,1580,4440,14760,1790,5380,1200,4700,0,0,4.5,3.5,13.5,2.3,1.5,11.9,6,3.6,14.2,7.1,7,23.7,8.4,8.4,NA,2.6,6.3,12.9,8.4,1.7,0
2020-04-01,"Niigata",227070,81090,138270,35070,8140,156600,13630,7800,5840,16110,18420,2590,5540,51190,98250,7670,5970,1870,5920,1660,4180,6.4,1.3,20.7,2.6,0.5,12.5,16.2,2.3,29.4,7.6,2.6,21.7,4.9,1.8,14,2,1.6,25.4,12.2,1.5,12.4
2020-04-01,"Oita",133390,25660,99280,26500,15510,80350,5710,4740,580,3620,19160,2740,12740,16740,59030,1340,4380,1150,3480,80,500,7.1,3.3,14.2,4.4,2.1,9.3,11.4,4.3,16.6,7.6,3.1,19.2,6.8,6.3,19.8,4.2,5.1,17.1,11.6,1.3,1.1
2020-04-01,"Okayama",156650,30780,115190,14240,9740,114750,13690,3290,960,3630,10430,2790,6940,19830,85870,3250,8990,1280,2000,0,960,10.8,3.4,18.4,4.8,2,11.5,19.1,5.6,24.8,11.6,5.2,16.2,5.9,4.3,8.7,4.6,6.9,21.3,11.6,1,15.6
2020-04-01,"Okinawa",360660,99060,251390,4390,124990,160130,40660,30420,60,2000,2100,23610,96280,47220,108750,16510,24150,9730,20040,0,60,6.4,5,12.9,5.9,3.8,13.9,7.3,5.8,11,8.1,6.4,16.2,5.1,5.2,2.5,4.4,5.1,12.9,6.8,2.5,0.1
2020-04-01,"Osaka",672150,211920,393850,1770,4070,527290,82290,36040,20680,890,290,2430,1650,167690,308800,32120,49480,8130,13640,670,20010,9.3,6,12.7,14.9,8.5,22,9.3,7.3,11.2,7,4.1,10.1,4.9,3.7,6.1,1.9,0.9,12,5.2,6.3,24.8
2020-04-01,"Saga",66440,9910,49460,7560,2800,52010,2480,1440,150,1320,5170,340,2460,7210,38810,800,1680,210,1230,20,130,9,2.4,16.8,9.1,1.2,15.5,9.3,1.9,18.4,10.5,4,19.6,3.4,3.5,3,2.9,4.3,28.2,9.8,1.1,0.2
2020-04-01,"Saitama",171850,54910,95230,9110,2710,133860,17310,7940,930,2280,6830,1240,1460,40890,72450,6800,10040,3690,3510,0,930,18.2,6.3,24.3,8,3.9,16.9,30.1,14.1,31.2,17.5,7.7,23,12.3,12.6,12.2,5.7,4.5,28.2,15.8,6.7,4.1
2020-04-01,"Shiga",92890,21190,66830,11080,10380,58990,8700,3420,320,6160,4920,1970,8400,9750,44370,2700,6010,520,2890,90,230,8.1,3.6,18.6,1.5,1,4,15,5.7,21.3,11.8,4.9,22.3,5.3,4.6,34.4,4.2,5.6,21.7,9.7,1.5,0.3
2020-04-01,"Shimane",91430,21080,68170,15130,2390,64240,4490,4760,430,2280,12820,70,2320,16750,45330,1090,3390,790,3960,90,340,10.7,3.7,20.5,7,2,16.4,14.1,4.1,19.7,12.8,5.3,27.7,4.1,4.1,NA,4.2,18.6,23.4,11.9,2.9,18
2020-04-01,"Shizuoka",461070,127670,324700,61780,38020,333240,13050,7280,7700,9640,48790,8850,28320,100200,228820,5030,8020,1830,5290,2120,5470,9,3.1,22.1,7.3,1.4,23.7,13.9,4.4,22.4,9.3,4.3,24,3.7,3.1,7.4,3.7,3.3,27.5,8.7,1.4,2
2020-04-01,"Tochigi",180160,32080,138760,32000,27830,106680,8730,4410,510,4830,25540,4200,22060,18020,82550,2140,6590,2820,1590,80,440,7.2,3.2,20.8,2.4,1.2,12.3,11.4,4.4,24.5,10.1,4.4,21.2,6.2,5,18.7,3.1,5.2,23.1,20,1.3,0.6
2020-04-01,"Tokushima",45270,8360,32670,6500,3120,28080,4660,2830,70,1070,4590,590,990,4960,23120,600,2190,1130,1710,0,70,6.7,2.9,12.1,3.9,1.8,7,10.4,3,18.2,10,3.2,15.6,5.3,5.3,NA,2.7,5,14.5,12.3,2.1,1
2020-04-01,"Tokyo",1365240,649130,657340,21750,28730,946190,183100,88630,96840,6780,13910,1580,27150,381320,524310,108650,62400,58600,24950,92210,4630,11.1,6.6,14.8,16.5,5.1,31,12.5,10,13.7,11,9.2,12.1,5.3,3.9,6.8,3.8,19.8,14.1,5.3,7.9,41.4
2020-04-01,"Tottori",79300,22770,56370,15020,870,55050,6330,2040,0,2470,12380,80,790,17050,38000,1320,5010,1860,180,0,0,9.4,2.8,23.2,7.8,0.8,22.1,15.1,3.3,26.8,8.3,4.9,20.8,2.3,1.7,6.7,4.1,1.4,25.6,17,1.5,0
2020-04-01,"Toyama",71000,14560,51540,5240,660,60220,4040,600,240,2170,3020,130,530,11550,43970,540,3510,0,450,170,70,6.6,1.3,14.7,2.5,0.3,10.1,10.1,1,16.6,8.4,2.7,16.8,5.3,2.3,8.8,1.3,0.9,17.3,8.9,0.3,1.3
2020-04-01,"Wakayama",90090,12530,73600,21210,11490,39830,3240,13950,360,3230,17890,3160,8340,4560,31410,830,2410,590,13360,160,200,5.8,3.2,19.8,4.1,2.2,15.2,10.3,3.6,25.7,7,5.6,14.6,3.3,2.7,22.2,2.7,4.5,23.5,20.3,4.4,2.2
2020-04-01,"Yamagata",96650,24560,67470,15340,3000,69100,7910,860,450,4250,8170,1950,1050,16090,51440,1790,5980,360,490,110,340,5.7,1.2,15.7,3.1,0.5,11.5,6.8,2.3,15,9.2,1.8,20.3,7.6,0.7,22.6,1.7,4,21.5,11,0.3,1
2020-04-01,"Yamaguchi",108880,25560,71920,10970,1080,89270,5180,2180,200,4190,6780,330,710,18260,59640,1310,3870,1260,910,200,0,12,4.1,20.6,9.1,2.2,15.8,16.9,6.6,22.4,11.9,4.1,24.4,5.9,3.9,13.4,3.2,2.9,23.9,12.9,2.4,0.9
2020-04-01,"Yamanashi",104540,15210,82100,12810,13620,60960,1130,15670,370,1490,10970,460,9480,11720,46030,190,930,1310,14360,50,320,3.5,1.7,14.7,1.2,1,3.1,7.4,2.2,22.1,6.6,3,27.7,3.1,3.1,3.1,1.1,2.3,21.8,6.9,1.9,0.3
2020-05-01,"Aichi",373210,142900,209960,13380,7030,300590,33950,17030,1230,6990,3200,3840,850,99340,189050,16320,15060,15870,1100,540,690,9.6,4.8,13.2,8,6.7,10.6,13.1,4.9,15.8,8.6,4.1,11.8,4.3,2,7.1,2,3.2,13.9,7.1,6.2,1.7
2020-05-01,"Akita",51500,17240,32040,10900,550,33950,5470,610,10,4850,6020,420,130,9690,22070,1720,3760,550,60,0,10,4.4,1.3,7.8,2,0.6,2.8,7.3,1.3,14.3,5.1,1.9,13.1,2.6,0,6.5,2.1,0.6,9,11.7,0.5,0.1
2020-05-01,"Aomori",110930,47130,61760,16480,1260,88340,2520,2330,0,5000,11480,530,730,39130,47180,740,1770,1730,590,0,0,9.4,2,14.7,9.7,1.2,13.8,12.5,4.4,16.9,8.1,0.8,14.7,1.9,2.1,0.6,3.8,1.6,17.7,3.9,2.4,0
2020-05-01,"Chiba",406080,110970,281380,36820,43630,244350,59600,18810,2870,13020,20900,14470,28670,59620,174410,16460,43130,6290,12510,1110,1760,7.6,2.6,16.6,6.3,2.7,15.6,13.6,3.8,20.9,10.3,5,20.6,4.2,0.9,11.2,4.9,2.3,18.9,11.9,2.4,2.3
2020-05-01,"Ehime",82240,20470,48460,4960,340,63440,6040,7300,150,3830,940,80,210,13120,37260,1720,4330,1690,5610,30,120,8.7,1.7,14.7,8.2,1.8,15.3,11.2,2.5,14.2,9.8,1.9,18.5,2.8,0,5.9,1.9,2.4,18.6,6.9,3.3,0.6
2020-05-01,"Fukui",100440,20380,76530,18940,4640,70060,5580,1220,NA,3110,15740,580,4060,15170,53610,1330,2100,180,1030,NA,NA,8.3,1.5,21.8,4.8,0.7,16.1,18.7,3.6,30,11.6,3.5,21.4,0,0,NA,3.2,6.5,24.7,13.3,0.6,NA
2020-05-01,"Fukuoka",234980,89130,139630,6070,4740,176450,36750,9250,1740,4180,1880,3430,1310,63790,109610,12310,24350,5170,2210,250,270,6.5,2.7,9.7,1.9,2.1,1.4,7.9,2.7,9.6,10.1,4.3,13.8,5.6,1.8,8.1,2.2,2,9,7.2,1.9,1.3
2020-05-01,"Fukushima",412260,101350,292580,86610,7080,285050,9950,16730,6840,11110,75500,3270,3800,70950,200340,2230,5260,7100,7520,6700,140,12.3,1.4,26.8,14,1,31.7,15.3,1.9,23.8,10.8,1.7,26.7,1.9,1.7,2.8,6,1.8,31.2,23.3,3.3,10.1
2020-05-01,"Gifu",125850,30490,84160,13000,4060,99940,3730,4920,190,2180,10670,1220,2850,25640,64250,770,2960,600,3320,80,110,6.7,1.5,22.9,6,1,22.1,9.6,2.5,22.5,7.8,1.5,27.7,1.4,1.5,0,1.7,1.6,25.2,7.7,1.4,0.3
2020-05-01,"Gunma",102080,32180,69890,21490,6250,67940,4290,2120,0,7710,13760,2360,3880,19680,48260,1450,2840,980,1140,0,0,4.3,1.8,15,1.3,1,3.7,9.7,3.7,21.6,6.1,2.7,14.9,0.5,0.5,NA,1.7,1.4,19.8,8.2,1,0
2020-05-01,"Hiroshima",209370,84650,115060,6970,3650,170630,17340,6260,4530,2070,4480,1980,1670,71430,94550,5010,11190,4090,2130,80,1030,9.9,2.1,15.4,7.4,2.5,14.4,10.3,1.5,14.9,15.2,2.9,23.2,4.2,0,5.6,2.9,2.9,20.2,6.2,1.1,11.1
2020-05-01,"Hokkaido",529310,390690,98730,140850,28820,292320,45590,21550,180,123490,7640,24590,2930,194210,70950,29470,14720,18750,2500,180,0,6.4,2.8,12.6,6.6,2.1,11.9,9.3,4.8,14.4,6.6,2.8,13.5,3.1,2.2,7.8,5.5,2.3,12.1,4.8,2.3,0.1
2020-05-01,"Hyogo",251210,76930,147470,24170,22500,153960,35760,3610,11210,8920,15260,5750,9180,42130,95790,17120,15540,1880,1630,1130,10080,7.5,2.9,18.3,3.4,0.3,19.5,11.8,1.8,21.5,8.6,3.9,14.5,6.9,5.6,17.1,2.1,4.6,20.7,10.7,0.8,7.8
2020-05-01,"Ibaraki",218180,60360,128840,26530,1090,182400,6800,650,710,1580,24950,1030,60,55410,97990,2110,4680,150,500,60,650,14.4,1.8,21.7,10.7,1.5,16.3,18.4,4.1,23.9,15.6,0.3,28.1,10.2,4.7,13,4.5,3.3,25.1,12,0.7,5.9
2020-05-01,"Ishikawa",87710,11620,67540,7270,3520,71190,2450,3280,0,1960,5300,620,1150,7240,57450,480,1970,1310,1670,0,0,4.4,2,11.4,4.8,3.3,10.4,6.8,2.1,14.3,3.5,1.7,9,1.4,1.1,4.9,1.1,2.4,10.1,1.7,1,0
2020-05-01,"Iwate",138800,51810,86990,24030,11630,80580,15610,6940,20,11330,12700,4710,6920,26960,53620,5250,10360,3550,3380,10,10,8.4,2.4,16,7.2,3.1,10.6,13.1,1.8,18.1,8.4,3.1,19.2,2.7,0.7,26,3.9,3,22.6,14.9,3.7,0.7
2020-05-01,"Kagawa",56040,12620,41510,1720,2120,38030,8710,5460,0,640,1080,440,1680,9310,28410,1900,5200,330,5130,0,0,5.7,1.7,12.8,4.6,2.9,14.7,7,0.4,12.5,7.9,2.2,13.9,2.2,0,8.7,0.9,1.5,13,9.8,2.1,0
2020-05-01,"Kagoshima",121120,51410,63410,10700,5370,88790,6050,7960,2250,5140,4350,3420,1950,35640,48050,2600,3460,4180,3780,420,1830,6.4,1.5,12.2,3.1,1.1,5.9,11.4,1.7,16.1,9.1,1.8,17.8,2.9,1.7,11.6,2.2,2,15.9,5.1,1.8,15.1
2020-05-01,"Kanagawa",535340,240790,243620,25580,21860,331010,41570,110250,5070,10130,15400,8070,8420,132160,183340,18660,20870,70700,11590,1070,4000,12,5.7,18,13,2.6,31.4,15.6,9.8,19.6,12.7,7.3,17.7,4.6,5.1,4.1,3.7,4.1,19.1,9,19.8,1
2020-05-01,"Kochi",43430,14080,23090,3120,130,34190,2940,3050,NA,1050,1800,10,120,10200,18000,560,2390,2270,780,NA,NA,4.9,1.4,9.3,3.3,1.4,5.8,9.9,1.7,14.3,2.8,1.8,6.3,1.4,0.1,5.7,1.2,0.3,12.8,5.1,1.3,NA
2020-05-01,"Kumamoto",118120,37780,76140,13150,3800,89450,7470,4000,260,7050,6110,1160,2640,25820,59670,1770,5700,1970,2030,10,10,6.1,1.8,13,2.3,1.6,4.4,10.7,2.9,16.1,7.5,1.6,16.6,2.5,1.3,5.5,2,1.3,15.9,8.8,1.2,0.9
2020-05-01,"Kyoto",229640,60370,159070,8880,9300,145680,26140,38950,690,2410,5360,930,3760,44700,98430,7690,18450,4290,32730,340,340,3.3,2.4,6,2.9,2.9,3.3,3.9,2.2,6.1,3.6,2.4,7.8,1.8,1.8,NA,1,3.1,5.4,2.3,2.2,0.3
2020-05-01,"Mie",119740,33840,82150,12580,10550,92990,3040,580,0,4150,6290,3450,7090,25640,65740,600,2440,0,580,0,0,6.2,1.7,18,1.3,0.8,4,15,3.5,26.1,8,2.4,18.9,1.5,1.3,4.6,1.7,2.8,22.7,9.7,0.3,0
2020-05-01,"Miyagi",206100,70280,133620,19570,3100,162060,9070,12040,260,10710,8860,620,2470,50870,108990,3730,5340,4110,7930,230,30,9.1,1.8,16.2,8,0.8,18.6,11.4,2.3,14.5,11.5,3.1,18.1,2.7,1.3,9.3,2.8,1.4,20.2,5.3,3.5,0.9
2020-05-01,"Miyazaki",86440,27510,52360,3410,2530,74980,2130,3390,0,1310,1630,680,1850,22170,46710,1070,1050,2260,1120,0,0,7.8,1.3,13.5,8.7,1.3,13.1,10.7,1.6,15.5,7.1,0.8,11.7,1.3,1.3,1.5,1.8,1.2,15.5,7.6,1.8,0.2
2020-05-01,"Nagano",163750,54210,105860,21760,6880,126940,6150,1770,240,9590,12140,950,5940,41110,82260,1890,4270,530,1240,140,20,2.3,0.6,11.8,0.6,0.2,3.9,5.8,1.4,18.7,3.8,1.2,16.1,1.1,0.5,4.9,0.6,0.6,17.4,5.6,0.1,0.1
2020-05-01,"Nagasaki",109410,38970,63110,3980,3520,89330,8760,3840,0,2360,1590,960,2400,32440,49730,1660,7090,1540,2300,0,0,5.9,2.1,13.4,4.8,3.3,8.4,10.9,2.8,16.3,5.8,1.3,18.7,0.6,0.5,4,1,1,17.7,7,0.9,0
2020-05-01,"Nara",37250,9050,28150,6190,1270,20180,5380,4240,0,670,5510,680,580,4330,15840,1860,3520,1500,2700,0,0,3.7,2.5,15.1,1.9,0.9,16.9,4.2,1.4,13.1,7.1,6.6,26.8,6.6,6.6,NA,1.8,3.4,13,6.9,1.1,0
2020-05-01,"Niigata",178540,64920,109590,23530,3820,131830,9280,4710,5360,12950,9940,1380,2400,42880,85610,4980,4310,1090,3630,1650,3710,4.9,0.8,16.3,2.3,0.4,10.6,12.7,1.6,23.2,5.1,1.3,16.4,3,0.7,10.6,1.3,0.7,19.9,11.2,0.9,11.7
2020-05-01,"Oita",127620,30920,87040,24000,6770,89990,4420,2440,0,2950,15610,1150,5620,24900,61130,1680,2740,240,1940,0,0,6.4,2.5,13.5,4.5,2.8,8.4,11.4,3.7,16.6,6,1.6,17.3,3,1.8,15.4,3.7,2.1,17.5,9.9,0.6,0
2020-05-01,"Okayama",132180,25330,97490,11960,5770,103110,8250,2080,1000,2730,9230,1440,4330,18300,76670,1870,5180,1000,1080,0,1000,8.7,2.2,15.6,3.9,1.9,8.9,17.3,2.4,23.1,7.6,3.4,11,2.5,0,6.9,3.9,3.9,18.7,6.5,0.6,15.8
2020-05-01,"Okinawa",171200,60340,104210,10110,32000,87070,20700,21320,0,4330,4370,7140,21830,31490,53830,7260,13440,10120,10750,0,0,2.9,1.9,7.6,3.2,2.3,6.9,4.2,2,8.9,3.6,2.8,8.5,0.8,0.8,2,4.9,1.2,7.1,3.4,1.6,0
2020-05-01,"Osaka",484290,174800,263210,1470,140,365670,69620,26800,20600,1270,120,130,10,135600,201040,32340,35850,4450,6590,1000,19600,6.1,3.4,9.3,5.5,1,11.1,8.4,7,9.9,5.7,3.2,8.6,4.3,3.3,5.9,1.6,0,7.1,4.5,4.6,23.8
2020-05-01,"Saga",38290,10520,26580,3710,1020,29740,2280,1420,120,990,2710,180,840,8590,19960,590,1690,110,1320,60,60,5,0.9,10.2,3.6,0.6,6.3,7,1.1,14.2,6.4,0.9,14.9,1.3,0.9,3.4,1.4,1.4,16.7,8.2,1,0.1
2020-05-01,"Saitama",158840,53150,86400,6250,1630,125580,16980,8220,160,2210,4040,810,630,37950,69550,7060,9920,4960,2260,160,0,16.3,8.6,20.2,6.6,4.3,10.6,23.7,7.8,24.8,18.9,13.5,22.2,8.1,4.1,8.7,3.8,2.6,25.9,14.4,6.6,0.7
2020-05-01,"Shiga",83210,18430,59120,5790,5950,60410,7880,3150,40,1000,4780,1240,4710,14270,40540,1180,6640,730,2410,0,40,6.9,2.6,17.4,1.4,1,3.3,13.6,3.3,21,9.7,2.4,21.5,4,4,5.4,2,3,21.7,8.5,1.4,0
2020-05-01,"Shimane",68380,16250,51290,8180,1780,53110,2780,2480,50,1210,6970,110,1670,13750,38530,670,2110,510,1970,20,40,7.9,1.3,17.1,4.7,0.5,12.6,11.7,1.8,17.3,9.1,2.4,22.9,0.4,0.4,NA,2.3,13.6,19.3,7.5,1.4,2.2
2020-05-01,"Shizuoka",385770,125400,246030,40250,22180,309000,7480,5270,1600,8570,27330,6120,16050,104500,195070,3510,3970,1420,3290,1280,320,7.2,1.9,19,6.6,0.9,22.6,11.8,4.5,18.4,6.9,1.9,20.5,1.6,1.2,3.9,2.3,1.8,24.3,4.7,1,0.4
2020-05-01,"Tochigi",147830,33410,109250,20920,13530,102040,6310,5030,0,5030,15780,2090,11070,21950,75400,1590,4720,2750,2280,0,0,5.8,1.9,18.6,1.9,1.2,8.8,10.6,3.7,22.1,8.2,2.4,20.1,1.4,0.2,10.6,2,2.8,21.4,13.3,1.3,0
2020-05-01,"Tokushima",32980,7180,23560,6200,1130,20760,3300,1600,0,500,5070,850,270,3870,16890,440,1270,1510,70,0,0,4.7,1.3,9.2,3.6,1.1,7,6.9,2.1,11.9,6.4,0.8,10.8,1.3,1.3,NA,2.5,1.8,10,8.6,1.1,0
2020-05-01,"Tokyo",1228800,630200,531450,27320,39620,828120,155440,75280,103000,10500,7620,2200,37420,375630,417880,88850,55730,52830,9990,100190,2810,9.5,5.9,12.2,15.4,4.7,27.6,10.5,8.5,11.1,9.4,10.1,9,3.4,2.8,4.3,4.4,25.6,11.7,4.2,7,40
2020-05-01,"Tottori",49990,13750,36240,4180,350,41500,2460,1510,0,1540,2630,70,280,9320,32180,1350,1110,1470,40,0,0,5.8,1,16.2,3.5,0.1,10.9,13,2,24.8,3.8,1.5,11.8,0.6,0,4.1,1.1,0.4,19.6,7,1,0
2020-05-01,"Toyama",53270,9170,44070,1760,20,50260,1190,30,10,920,830,10,0,8090,42170,130,1060,0,0,10,0,4.9,0.6,11.5,0.7,0.1,2.9,9.6,0.6,15.6,6.3,1.4,15,1.2,0.6,2,0.4,0,14.5,2.5,0,0
2020-05-01,"Wakayama",68290,10860,53620,8510,7840,39080,2190,10690,0,1690,6810,3530,4310,4410,31000,640,1540,590,9960,0,0,4.2,1.6,19.7,3.1,1.2,16.8,8.5,1.2,25.3,4.2,3.1,11.7,1.8,1.4,13.1,1.1,2.7,22.5,13.7,3.2,0
2020-05-01,"Yamagata",69240,17990,47450,8550,1230,53990,3840,1070,570,4230,1860,740,480,11630,41010,1140,2700,170,900,70,510,4,0.6,12.4,1.7,0.3,7.5,5.6,1.1,13.6,6.3,0.7,15.4,4.9,0,15.7,0.9,1.5,17.8,5.2,0.4,1.2
2020-05-01,"Yamaguchi",100660,23330,70810,3920,510,89800,4440,1760,210,850,3070,350,100,20200,63150,890,3560,830,930,210,0,10.9,2.5,19.5,9.8,2.2,15.8,15.4,4.9,21,10.5,2.1,23.2,3.2,1.1,10.9,1.1,1.3,22.9,11,2.1,0.9
2020-05-01,"Yamanashi",86280,18940,63590,5190,3790,66040,250,11010,0,1480,3230,60,3460,15920,47400,0,0,1480,9500,0,0,2.8,0.8,15.2,0.8,0.7,2.1,7.9,1.7,24.6,4.6,0.9,25.8,0,0,0,0.4,0.7,22.9,1.5,1.2,0
2020-06-01,"Aichi",598430,212450,338660,29590,14320,457280,67740,25650,3850,16680,7190,5980,2070,144470,285170,23770,38110,20490,4960,1050,1160,16,7.8,22,12.5,7.6,23.2,20.5,8.7,24.1,15.6,9.3,20.1,9.7,4.9,15.7,4.5,6.7,22.4,14.5,8.6,5.2
2020-06-01,"Akita",112600,39020,71020,32350,5150,62450,10130,2530,10,13640,18710,2910,2240,18000,41890,3040,7090,1430,1090,10,0,9.8,5.9,13.9,3.4,3.2,3.6,15.9,7.1,26,12.7,7.1,26.6,9.2,4.3,16.7,6.7,6.2,16.2,23.8,1.8,0.1
2020-06-01,"Aomori",192700,64920,120210,32550,3610,144300,7910,4290,30,11400,21160,1260,2350,47280,89440,2570,5340,2410,1880,0,30,17.3,6.1,25.1,14.7,3.2,20.8,24.1,12.7,29.7,16.1,2.7,26.9,7.1,7.9,2.5,7.8,4.8,30.7,12.5,4.9,0.7
2020-06-01,"Chiba",563080,176210,368900,61230,97750,296040,73790,28020,6250,26640,30230,30850,65090,81040,205710,23960,48670,12290,15690,1430,3520,11.2,5.1,22.4,7.7,4.6,15.5,19.7,7,31,15.7,9.1,30.2,6.6,2.6,15.2,8.9,5.4,24,16.1,3.7,5.5
2020-06-01,"Ehime",145340,36380,91640,14110,3390,99800,14850,11050,2130,6210,7350,1150,1780,21580,62170,3050,11800,2580,8210,1810,320,15.8,5.1,25.1,11.9,3.9,20.4,21.2,8,25.8,18.4,5,33.2,10.7,5.8,16.9,5.4,16.5,30.4,18.8,5.3,10.1
2020-06-01,"Fukui",135310,19630,105990,31100,7160,88960,4900,3190,NA,6570,24440,1230,5930,9880,70970,590,2830,1370,1820,NA,NA,11.8,4,27.3,5,1.7,14.8,20.6,3.3,36.9,20.1,9.2,32.3,4.2,4.2,NA,5.5,10.1,33.3,14.8,1.6,NA
2020-06-01,"Fukuoka",427280,140100,278100,12410,14790,310390,68750,19060,1880,8700,3660,8150,2530,91350,214960,21110,47650,10300,8690,510,620,12,5.8,17.1,3.4,2.6,6.2,15.4,6.7,18.5,16.7,11,20.3,11.1,6.1,14.6,4.1,6.5,15.7,14.6,4.1,1.4
2020-06-01,"Fukushima",569960,176460,377070,168420,24580,336640,11080,20920,8330,53310,114860,8500,16080,95550,226930,3050,8030,8070,10840,7980,340,17.4,6,32.6,17.1,3,34.4,21.5,7.3,30.7,18.5,8.6,37.3,8.4,8,10.6,12.7,5.8,36.9,30.6,4.1,12
2020-06-01,"Gifu",229370,57220,151770,46460,16750,150560,3760,10550,1290,12020,33610,5060,11700,36510,94490,1610,2150,1480,9070,540,760,12.6,6,32.8,8.3,3.1,24.1,21.1,8.5,42.7,13.9,7.9,35.9,7.6,7.6,8,6.1,6.9,39.5,7.6,3.2,2.4
2020-06-01,"Gunma",264430,122100,138780,118990,19440,108670,10510,6440,390,65440,50000,11640,7800,37220,71460,4540,5970,3110,3330,150,230,11.6,8.3,24.9,4.5,4.7,3.7,19,9.7,37.4,18,14.4,26.5,7.2,7.2,NA,9.9,5.2,31.3,19,2.8,0.6
2020-06-01,"Hiroshima",343930,117920,219110,15790,9890,255880,43250,15210,3920,6800,8990,4580,5310,81810,169860,13180,30070,11370,3830,180,1040,16.7,6,24.3,8.1,3.8,14.6,19.2,7.1,26.1,24.9,8.6,34.4,13.1,6.6,15.4,6.7,7.6,31,15.9,2.7,9.7
2020-06-01,"Hokkaido",943550,648870,248520,210550,57570,516640,110710,45760,2320,165690,28640,46240,9370,339870,150230,60800,48710,34690,10830,1570,750,11.7,6.5,20.9,8.9,4.9,14.2,18.5,11.1,26.6,13.4,6.6,25.8,7.3,5.3,18.3,8.6,4.9,22.1,12,4.5,1.7
2020-06-01,"Hyogo",435280,138860,264130,72900,54050,217800,55400,17080,18050,29420,43440,16030,27260,57940,141100,24110,31290,9360,7410,2000,13640,13.4,8.1,24.8,5.7,2,19,17.9,6.4,28.7,16.9,11.3,24.3,14.6,13.6,22.2,6.5,12.1,28.2,16.7,3.8,13.6
2020-06-01,"Ibaraki",305770,73040,200480,41740,4350,245810,10480,1260,2140,5040,36700,3020,1330,60000,153550,4050,6430,390,860,530,1610,20.7,5.4,30,13.6,2.4,20.8,25.8,9.1,32.2,23.8,4.2,41,21.1,19.5,21.9,7.3,12.5,35,18.9,1.3,17.2
2020-06-01,"Ishikawa",205670,43170,146170,36120,8200,141840,10070,9080,360,17680,18440,1980,3160,18130,110980,1230,8850,4030,4490,120,240,10.8,7.3,21.7,7.6,7.5,9.7,15.7,8,28.8,9.9,6.8,19.5,7.6,7.1,13,5.5,7.2,21.2,7.5,2.8,2.4
2020-06-01,"Iwate",242170,88140,153980,56650,21140,129540,23420,11200,220,26070,30580,12860,8280,35890,93660,6100,17260,7050,4140,160,60,15.3,7.4,24.9,10.4,5.2,14.6,22.6,8.3,28.9,16.7,8.9,30.5,9.3,6.1,45.8,10,5.9,35.2,23.5,6.1,8
2020-06-01,"Kagawa",110800,28770,77590,7450,3570,71130,18050,10590,10,2960,4490,1760,1810,17950,53180,2610,11690,3480,6420,0,10,11.3,4.7,22.4,7.5,6,17.7,12.6,2.8,19.2,17.8,6.6,29.7,6.4,1.5,20.4,4.6,2.6,23.2,20.9,3.7,0.3
2020-06-01,"Kagoshima",256710,104880,141070,27770,17870,175190,17820,17640,420,16100,9270,9020,7520,61010,107200,9750,8070,8590,9020,420,0,13.8,5.5,23.5,7.6,3.1,13.8,23.6,5.6,30.8,17.9,7.6,30.9,8.7,8,15.2,5.7,7.5,30.6,16,4,3.2
2020-06-01,"Kanagawa",807050,332060,406450,67990,57030,455130,83840,124760,18300,26120,41360,21150,26800,164010,268110,40110,42520,75880,16570,4790,11100,18.2,11.8,23.9,15.5,4.7,30,21.7,14.6,26.6,22.3,17.9,26.3,12.5,15,10.2,8.7,11.2,26.6,18.6,22.5,4.4
