"name","NewlyConfirmedCases_01","NewlyConfirmedCases_02","NewlyConfirmedCases_03","NewlyConfirmedCases_04","NewlyConfirmedCases_05","NewlyConfirmedCases_06","NewlyConfirmedCases_07","NewlyConfirmedCases_08","NewlyConfirmedCases_09","NewlyConfirmedCases_10","NewlyConfirmedCases_11","NewlyConfirmedCases_12","NumberOfDeaths_01","NumberOfDeaths_02","NumberOfDeaths_03","NumberOfDeaths_04","NumberOfDeaths_05","NumberOfDeaths_06","NumberOfDeaths_07","NumberOfDeaths_08","NumberOfDeaths_09","NumberOfDeaths_10","NumberOfDeaths_11","NumberOfDeaths_12","SevereCases_01","SevereCases_02","SevereCases_03","SevereCases_04","SevereCases_05","SevereCases_06","SevereCases_07","SevereCases_08","SevereCases_09","SevereCases_10","SevereCases_11","SevereCases_12","geometry","column"
"Aichi",2,27,149,309,24,17,1305,2767,830,864,3830,6447,NA,NA,NA,NA,NA,0,1,30,19,11,24,90,NA,NA,NA,NA,NA,0,17,425,481,337,484,1034,list(list(c(137.467903432279, 137.427557279, 137.33970288, 137.140726809, 137.095821167, 137.04482177, 137.031504754, 137.016095321, 137.02359643, 137.029642102, 137.042486111, 137.052219903, 137.072830166, 137.101084832, 137.1045028, 137.110850457, 137.118699018, 137.121020071, 137.137031001, 137.153168165, 137.167653842, 137.19743544, 137.241111284, 137.2597158, 137.282254577, 137.298225934, 137.299671023, 137.295677694, 137.303452012, 137.309960409, 137.309256237, 137.332590339, 137.340819453, 
137.312339492, 137.320814584, 137.324316312, 137.321543816, 137.297928102, 137.27995853, 137.266505223, 137.245809572, 137.222826793, 137.207715295, 137.194432321, 137.190842652, 137.188739116, 137.170839229, 137.171470807, 137.157473835, 137.140533382, 137.121548889, 137.101440076, 137.087446711, 137.072708649, 137.050165591, 137.028817086, 137.018247853, 137.002289259, 136.995616082, 136.976625992, 136.958231373, 136.962403528, 136.982595248, 136.978851759, 136.969493035, 136.956797722, 136.938487175, 
136.931000196, 136.925746393, 136.915564036, 136.926605665, 136.937266472, 136.962649985, 136.971856878, 136.971496594, 136.945391649, 136.913204285, 136.87810982, 136.855967644, 136.844593793, 136.842886101, 136.853014409, 136.856975309, 136.864734012, 136.864263763, 136.856286199, 136.843417913, 136.82772581, 136.822938197, 136.821765673, 136.822247296, 136.823464778, 136.833293506, 136.843813815, 136.856906427, 136.865880501, 136.879859317, 136.882796373, 136.885729897, 136.871821469, 136.857060081, 
136.84886474, 136.844125921, 136.843151734, 136.830118294, 136.839327255, 136.813020732, 136.808959273, 136.799466229, 136.79790005, 136.778469106, 136.751800977, 136.735974562976, 136.72450239457, 136.710084670371, 136.698250766759, 136.684143100923, 136.673446079773, 136.676546666096, 136.680060662669, 136.725587600188, 136.753027784605, 136.760985956437, 136.77059777197, 136.776488886253, 136.789821404834, 136.797366163717, 136.805944452275, 136.828630405769, 136.848732537776, 136.909762405111, 
136.932448357706, 136.939579706338, 136.952912224919, 136.965004510949, 136.992496373109, 137.013115269054, 137.020711704781, 137.026189406116, 137.032183873187, 137.036111280911, 137.041227247939, 137.05068403474, 137.058900588092, 137.070837843592, 137.078899367312, 137.08665083177, 137.102515496793, 137.114607781923, 137.12747521431, 137.159307896242, 137.168609654312, 137.180391880181, 137.199615513045, 137.263900995434, 137.279558953982, 137.293201531825, 137.335421177445, 137.355574986297, 
137.369837680864, 137.391748488902, 137.406941360355, 137.422030878122, 137.466524285967, 137.490295445079, 137.500062291142, 137.547862989985, 137.538716262446, 137.555614455343, 137.565226271775, 137.57514814657, 137.588222283631, 137.616747674565, 137.629666782896, 137.643412714425, 137.662377963972, 137.68206668483, 137.751313103717, 137.805573357624, 137.797976922797, 137.796116570823, 137.786969843284, 137.770226679118, 137.753483514952, 137.69777632112, 137.684857211891, 137.676175572345, 
137.670439487692, 137.6333358091, 137.625119256648, 137.617987908915, 137.609151238839, 137.57917890798, 137.571892530616, 137.563675979063, 137.511947869798, 137.497581822443, 137.488435093105, 137.471536900208, 137.466679314699, 137.463268670912, 137.464663933993, 137.467919549947, 137.468746373147, 137.467903432297, 137.467903432279, 34.6709692490817, 34.6677457910001, 34.6474475130001, 34.5892891110001, 34.5932339780001, 34.5806302350001, 34.5794131530001, 34.57878471, 34.5907788150001, 34.598014956, 
34.617578532, 34.6468031690001, 34.664599003, 34.639146226, 34.632025458, 34.625433661, 34.6337083390001, 34.6376608240001, 34.6455783000001, 34.651312567, 34.656683661, 34.673934111, 34.6966779940001, 34.7041445950001, 34.7311785160001, 34.7282153, 34.706846644, 34.6912040990001, 34.689428676, 34.7065984920001, 34.7256642780001, 34.7203382580001, 34.7265429510001, 34.736674731, 34.755251774, 34.766844656, 34.77338288, 34.7971910950001, 34.8080915390001, 34.8031388890001, 34.8096406240001, 34.816263291, 
34.8025802340001, 34.8069987210001, 34.788680684, 34.7701117000001, 34.763864997, 34.7840498030001, 34.7811649180001, 34.78781337, 34.788343361, 34.784596454, 34.776028248, 34.784963791, 34.777606125, 34.780157144, 34.783289035, 34.8023949240001, 34.8080915390001, 34.8255067950001, 34.832352185, 34.8579956460001, 34.8982608090001, 34.9242210960001, 34.9116071640001, 34.8848330750001, 34.8609886740001, 34.8464216170001, 34.828270956, 34.775960012, 34.763617255, 34.74603913, 34.734964205, 34.7134037500001, 
34.696411325, 34.6984706900001, 34.710874247, 34.7285200970001, 34.7398135440001, 34.7525481360001, 34.769077289, 34.7875952210001, 34.8047576930001, 34.8215450900001, 34.8365256200001, 34.856495216, 34.8711631190001, 34.8719414970001, 34.8956232390001, 34.9194937930001, 34.9382998020001, 34.9548554230001, 34.972092074, 34.989480583, 35.0080371810001, 35.0256901640001, 35.0438368570001, 35.071047848, 35.089195486, 35.0933952730001, 35.061786607, 35.039469415, 35.0607667510001, 35.075043351, 35.0788313930001, 
35.032519579, 35.027385537, 35.0488305430001, 35.048559352, 35.02406919, 35.0204015450001, 35.0261498070001, 35.0416856959381, 35.0591523305156, 35.0913984244977, 35.1069271918364, 35.1212674025685, 35.1388115497132, 35.2156285668049, 35.2363766548587, 35.291282863913, 35.3386701525055, 35.3475068225817, 35.3521060247732, 35.3474034688949, 35.3408405619423, 35.3405305044792, 35.3420549587693, 35.3529586863942, 35.3600900341278, 35.3707095400133, 35.3800112980829, 35.3818974884783, 35.3841454131802, 
35.3810448268572, 35.3638365746982, 35.354431463841, 35.3476618522127, 35.3390318868121, 35.3260352650154, 35.3213585484582, 35.3173277861484, 35.3114883487083, 35.3041502962991, 35.2849266634348, 35.2798623723506, 35.2776919620144, 35.2761416693026, 35.2723692903105, 35.2666848825013, 35.2457300888725, 35.2421902529778, 35.2403815778475, 35.2412342394686, 35.2662197945079, 35.2691653512, 35.2677700872197, 35.2487531599303, 35.2430170761771, 35.2371518012146, 35.2206670194673, 35.2152409940766, 35.2159903020108, 
