"Date","Prefecture","NewlyConfirmedCases","NumberOfDeaths","SevereCases"
2020-03-17,"Aichi",2,NA,NA
2020-03-17,"Akita",0,NA,NA
2020-03-17,"Aomori",0,NA,NA
2020-03-17,"Chiba",0,NA,NA
2020-03-17,"Ehime",0,NA,NA
2020-03-17,"Fukui",0,NA,NA
2020-03-17,"Fukuoka",1,NA,NA
2020-03-17,"Fukushima",0,NA,NA
2020-03-17,"Gifu",1,NA,NA
2020-03-17,"Gunma",3,NA,NA
2020-03-17,"Hiroshima",0,NA,NA
2020-03-17,"Hokkaido",0,NA,NA
2020-03-17,"Hyogo",4,NA,NA
2020-03-17,"Ibaraki",1,NA,NA
2020-03-17,"Ishikawa",0,NA,NA
2020-03-17,"Iwate",0,NA,NA
2020-03-17,"Kagawa",1,NA,NA
2020-03-17,"Kagoshima",0,NA,NA
2020-03-17,"Kanagawa",4,NA,NA
2020-03-17,"Kochi",0,NA,NA
2020-03-17,"Kumamoto",0,NA,NA
2020-03-17,"Kyoto",2,NA,NA
2020-03-17,"Mie",0,NA,NA
2020-03-17,"Miyagi",0,NA,NA
2020-03-17,"Miyazaki",0,NA,NA
2020-03-17,"Nagano",0,NA,NA
2020-03-17,"Nagasaki",0,NA,NA
2020-03-17,"Nara",0,NA,NA
2020-03-17,"Niigata",4,NA,NA
2020-03-17,"Oita",0,NA,NA
2020-03-17,"Okayama",0,NA,NA
2020-03-17,"Okinawa",0,NA,NA
2020-03-17,"Osaka",4,NA,NA
2020-03-17,"Saga",0,NA,NA
2020-03-17,"Saitama",5,NA,NA
2020-03-17,"Shiga",1,NA,NA
2020-03-17,"Shimane",0,NA,NA
2020-03-17,"Shizuoka",0,NA,NA
2020-03-17,"Tochigi",0,NA,NA
2020-03-17,"Tokushima",0,NA,NA
2020-03-17,"Tokyo",12,NA,NA
2020-03-17,"Tottori",0,NA,NA
2020-03-17,"Toyama",0,NA,NA
2020-03-17,"Wakayama",0,NA,NA
2020-03-17,"Yamagata",0,NA,NA
2020-03-17,"Yamaguchi",0,NA,NA
2020-03-17,"Yamanashi",0,NA,NA
2020-03-18,"Aichi",5,NA,NA
2020-03-18,"Akita",0,NA,NA
2020-03-18,"Aomori",0,NA,NA
2020-03-18,"Chiba",2,NA,NA
2020-03-18,"Ehime",1,NA,NA
2020-03-18,"Fukui",1,NA,NA
2020-03-18,"Fukuoka",0,NA,NA
2020-03-18,"Fukushima",0,NA,NA
2020-03-18,"Gifu",0,NA,NA
2020-03-18,"Gunma",1,NA,NA
2020-03-18,"Hiroshima",0,NA,NA
2020-03-18,"Hokkaido",2,NA,NA
2020-03-18,"Hyogo",5,NA,NA
2020-03-18,"Ibaraki",1,NA,NA
2020-03-18,"Ishikawa",0,NA,NA
2020-03-18,"Iwate",0,NA,NA
2020-03-18,"Kagawa",0,NA,NA
2020-03-18,"Kagoshima",0,NA,NA
2020-03-18,"Kanagawa",1,NA,NA
2020-03-18,"Kochi",0,NA,NA
2020-03-18,"Kumamoto",0,NA,NA
2020-03-18,"Kyoto",2,NA,NA
2020-03-18,"Mie",1,NA,NA
2020-03-18,"Miyagi",0,NA,NA
2020-03-18,"Miyazaki",0,NA,NA
2020-03-18,"Nagano",0,NA,NA
2020-03-18,"Nagasaki",0,NA,NA
2020-03-18,"Nara",0,NA,NA
2020-03-18,"Niigata",1,NA,NA
2020-03-18,"Oita",0,NA,NA
2020-03-18,"Okayama",0,NA,NA
2020-03-18,"Okinawa",0,NA,NA
2020-03-18,"Osaka",5,NA,NA
2020-03-18,"Saga",0,NA,NA
2020-03-18,"Saitama",1,NA,NA
2020-03-18,"Shiga",0,NA,NA
2020-03-18,"Shimane",0,NA,NA
2020-03-18,"Shizuoka",0,NA,NA
2020-03-18,"Tochigi",1,NA,NA
2020-03-18,"Tokushima",0,NA,NA
2020-03-18,"Tokyo",9,NA,NA
2020-03-18,"Tottori",0,NA,NA
2020-03-18,"Toyama",0,NA,NA
2020-03-18,"Wakayama",0,NA,NA
2020-03-18,"Yamagata",0,NA,NA
2020-03-18,"Yamaguchi",0,NA,NA
2020-03-18,"Yamanashi",0,NA,NA
2020-03-19,"Aichi",4,NA,NA
2020-03-19,"Akita",0,NA,NA
2020-03-19,"Aomori",0,NA,NA
2020-03-19,"Chiba",2,NA,NA
2020-03-19,"Ehime",0,NA,NA
2020-03-19,"Fukui",0,NA,NA
2020-03-19,"Fukuoka",1,NA,NA
2020-03-19,"Fukushima",0,NA,NA
2020-03-19,"Gifu",0,NA,NA
2020-03-19,"Gunma",0,NA,NA
2020-03-19,"Hiroshima",0,NA,NA
2020-03-19,"Hokkaido",3,NA,NA
2020-03-19,"Hyogo",2,NA,NA
2020-03-19,"Ibaraki",1,NA,NA
2020-03-19,"Ishikawa",0,NA,NA
2020-03-19,"Iwate",0,NA,NA
2020-03-19,"Kagawa",0,NA,NA
2020-03-19,"Kagoshima",0,NA,NA
2020-03-19,"Kanagawa",6,NA,NA
2020-03-19,"Kochi",0,NA,NA
2020-03-19,"Kumamoto",1,NA,NA
2020-03-19,"Kyoto",0,NA,NA
2020-03-19,"Mie",0,NA,NA
2020-03-19,"Miyagi",0,NA,NA
2020-03-19,"Miyazaki",0,NA,NA
2020-03-19,"Nagano",0,NA,NA
2020-03-19,"Nagasaki",0,NA,NA
2020-03-19,"Nara",0,NA,NA
2020-03-19,"Niigata",2,NA,NA
2020-03-19,"Oita",2,NA,NA
2020-03-19,"Okayama",0,NA,NA
2020-03-19,"Okinawa",0,NA,NA
2020-03-19,"Osaka",2,NA,NA
2020-03-19,"Saga",0,NA,NA
2020-03-19,"Saitama",4,NA,NA
2020-03-19,"Shiga",0,NA,NA
2020-03-19,"Shimane",0,NA,NA
2020-03-19,"Shizuoka",0,NA,NA
2020-03-19,"Tochigi",0,NA,NA
2020-03-19,"Tokushima",0,NA,NA
2020-03-19,"Tokyo",7,NA,NA
2020-03-19,"Tottori",0,NA,NA
2020-03-19,"Toyama",0,NA,NA
2020-03-19,"Wakayama",2,NA,NA
2020-03-19,"Yamagata",0,NA,NA
2020-03-19,"Yamaguchi",0,NA,NA
2020-03-19,"Yamanashi",0,NA,NA
2020-03-20,"Aichi",5,NA,NA
2020-03-20,"Akita",0,NA,NA
2020-03-20,"Aomori",0,NA,NA
2020-03-20,"Chiba",6,NA,NA
2020-03-20,"Ehime",0,NA,NA
2020-03-20,"Fukui",0,NA,NA
2020-03-20,"Fukuoka",0,NA,NA
2020-03-20,"Fukushima",0,NA,NA
2020-03-20,"Gifu",0,NA,NA
2020-03-20,"Gunma",1,NA,NA
2020-03-20,"Hiroshima",1,NA,NA
2020-03-20,"Hokkaido",1,NA,NA
2020-03-20,"Hyogo",8,NA,NA
2020-03-20,"Ibaraki",0,NA,NA
2020-03-20,"Ishikawa",1,NA,NA
2020-03-20,"Iwate",0,NA,NA
2020-03-20,"Kagawa",0,NA,NA
2020-03-20,"Kagoshima",0,NA,NA
2020-03-20,"Kanagawa",2,NA,NA
2020-03-20,"Kochi",0,NA,NA
2020-03-20,"Kumamoto",0,NA,NA
2020-03-20,"Kyoto",1,NA,NA
2020-03-20,"Mie",0,NA,NA
2020-03-20,"Miyagi",0,NA,NA
2020-03-20,"Miyazaki",1,NA,NA
2020-03-20,"Nagano",0,NA,NA
2020-03-20,"Nagasaki",0,NA,NA
2020-03-20,"Nara",0,NA,NA
2020-03-20,"Niigata",1,NA,NA
2020-03-20,"Oita",5,NA,NA
2020-03-20,"Okayama",0,NA,NA
2020-03-20,"Okinawa",0,NA,NA
2020-03-20,"Osaka",4,NA,NA
2020-03-20,"Saga",0,NA,NA
2020-03-20,"Saitama",3,NA,NA
2020-03-20,"Shiga",0,NA,NA
2020-03-20,"Shimane",0,NA,NA
2020-03-20,"Shizuoka",0,NA,NA
2020-03-20,"Tochigi",1,NA,NA
2020-03-20,"Tokushima",0,NA,NA
2020-03-20,"Tokyo",11,NA,NA
2020-03-20,"Tottori",0,NA,NA
2020-03-20,"Toyama",0,NA,NA
2020-03-20,"Wakayama",0,NA,NA
2020-03-20,"Yamagata",0,NA,NA
2020-03-20,"Yamaguchi",0,NA,NA
2020-03-20,"Yamanashi",0,NA,NA
2020-03-21,"Aichi",2,NA,NA
2020-03-21,"Akita",0,NA,NA
2020-03-21,"Aomori",0,NA,NA
2020-03-21,"Chiba",1,NA,NA
2020-03-21,"Ehime",0,NA,NA
2020-03-21,"Fukui",0,NA,NA
2020-03-21,"Fukuoka",0,NA,NA
2020-03-21,"Fukushima",0,NA,NA
2020-03-21,"Gifu",0,NA,NA
2020-03-21,"Gunma",0,NA,NA
2020-03-21,"Hiroshima",1,NA,NA
2020-03-21,"Hokkaido",1,NA,NA
2020-03-21,"Hyogo",6,NA,NA
2020-03-21,"Ibaraki",0,NA,NA
2020-03-21,"Ishikawa",0,NA,NA
2020-03-21,"Iwate",0,NA,NA
2020-03-21,"Kagawa",0,NA,NA
2020-03-21,"Kagoshima",0,NA,NA
2020-03-21,"Kanagawa",4,NA,NA
2020-03-21,"Kochi",0,NA,NA
2020-03-21,"Kumamoto",0,NA,NA
2020-03-21,"Kyoto",1,NA,NA
2020-03-21,"Mie",0,NA,NA
2020-03-21,"Miyagi",0,NA,NA
2020-03-21,"Miyazaki",0,NA,NA
2020-03-21,"Nagano",0,NA,NA
2020-03-21,"Nagasaki",0,NA,NA
2020-03-21,"Nara",0,NA,NA
2020-03-21,"Niigata",2,NA,NA
2020-03-21,"Oita",5,NA,NA
2020-03-21,"Okayama",0,NA,NA
2020-03-21,"Okinawa",0,NA,NA
2020-03-21,"Osaka",2,NA,NA
2020-03-21,"Saga",0,NA,NA
2020-03-21,"Saitama",3,NA,NA
2020-03-21,"Shiga",0,NA,NA
2020-03-21,"Shimane",0,NA,NA
2020-03-21,"Shizuoka",0,NA,NA
2020-03-21,"Tochigi",0,NA,NA
2020-03-21,"Tokushima",0,NA,NA
2020-03-21,"Tokyo",7,NA,NA
2020-03-21,"Tottori",0,NA,NA
2020-03-21,"Toyama",0,NA,NA
2020-03-21,"Wakayama",0,NA,NA
2020-03-21,"Yamagata",0,NA,NA
2020-03-21,"Yamaguchi",0,NA,NA
2020-03-21,"Yamanashi",0,NA,NA
2020-03-22,"Aichi",2,NA,NA
2020-03-22,"Akita",0,NA,NA
2020-03-22,"Aomori",0,NA,NA
2020-03-22,"Chiba",2,NA,NA
2020-03-22,"Ehime",0,NA,NA
2020-03-22,"Fukui",0,NA,NA
2020-03-22,"Fukuoka",0,NA,NA
2020-03-22,"Fukushima",0,NA,NA
2020-03-22,"Gifu",2,NA,NA
2020-03-22,"Gunma",0,NA,NA
2020-03-22,"Hiroshima",0,NA,NA
2020-03-22,"Hokkaido",3,NA,NA
2020-03-22,"Hyogo",4,NA,NA
2020-03-22,"Ibaraki",0,NA,NA
2020-03-22,"Ishikawa",0,NA,NA
2020-03-22,"Iwate",0,NA,NA
2020-03-22,"Kagawa",0,NA,NA
2020-03-22,"Kagoshima",0,NA,NA
2020-03-22,"Kanagawa",5,NA,NA
2020-03-22,"Kochi",0,NA,NA
2020-03-22,"Kumamoto",0,NA,NA
2020-03-22,"Kyoto",1,NA,NA
2020-03-22,"Mie",0,NA,NA
2020-03-22,"Miyagi",0,NA,NA
2020-03-22,"Miyazaki",0,NA,NA
2020-03-22,"Nagano",0,NA,NA
2020-03-22,"Nagasaki",0,NA,NA
2020-03-22,"Nara",1,NA,NA
2020-03-22,"Niigata",0,NA,NA
2020-03-22,"Oita",8,NA,NA
2020-03-22,"Okayama",1,NA,NA
2020-03-22,"Okinawa",0,NA,NA
2020-03-22,"Osaka",6,NA,NA
2020-03-22,"Saga",0,NA,NA
2020-03-22,"Saitama",6,NA,NA
2020-03-22,"Shiga",0,NA,NA
2020-03-22,"Shimane",0,NA,NA
2020-03-22,"Shizuoka",0,NA,NA
2020-03-22,"Tochigi",0,NA,NA
2020-03-22,"Tokushima",0,NA,NA
2020-03-22,"Tokyo",3,NA,NA
2020-03-22,"Tottori",0,NA,NA
2020-03-22,"Toyama",0,NA,NA
2020-03-22,"Wakayama",0,NA,NA
2020-03-22,"Yamagata",0,NA,NA
2020-03-22,"Yamaguchi",1,NA,NA
2020-03-22,"Yamanashi",0,NA,NA
2020-03-23,"Aichi",2,NA,NA
2020-03-23,"Akita",0,NA,NA
2020-03-23,"Aomori",2,NA,NA
2020-03-23,"Chiba",3,NA,NA
2020-03-23,"Ehime",0,NA,NA
2020-03-23,"Fukui",0,NA,NA
2020-03-23,"Fukuoka",1,NA,NA
2020-03-23,"Fukushima",0,NA,NA
2020-03-23,"Gifu",3,NA,NA
2020-03-23,"Gunma",0,NA,NA
2020-03-23,"Hiroshima",0,NA,NA
2020-03-23,"Hokkaido",0,NA,NA
2020-03-23,"Hyogo",2,NA,NA
2020-03-23,"Ibaraki",2,NA,NA
2020-03-23,"Ishikawa",0,NA,NA
2020-03-23,"Iwate",0,NA,NA
2020-03-23,"Kagawa",0,NA,NA
2020-03-23,"Kagoshima",0,NA,NA
2020-03-23,"Kanagawa",0,NA,NA
2020-03-23,"Kochi",0,NA,NA
2020-03-23,"Kumamoto",0,NA,NA
2020-03-23,"Kyoto",1,NA,NA
2020-03-23,"Mie",0,NA,NA
2020-03-23,"Miyagi",0,NA,NA
2020-03-23,"Miyazaki",0,NA,NA
2020-03-23,"Nagano",0,NA,NA
2020-03-23,"Nagasaki",0,NA,NA
2020-03-23,"Nara",0,NA,NA
2020-03-23,"Niigata",0,NA,NA
2020-03-23,"Oita",1,NA,NA
2020-03-23,"Okayama",0,NA,NA
2020-03-23,"Okinawa",1,NA,NA
2020-03-23,"Osaka",3,NA,NA
2020-03-23,"Saga",0,NA,NA
2020-03-23,"Saitama",1,NA,NA
2020-03-23,"Shiga",1,NA,NA
2020-03-23,"Shimane",0,NA,NA
2020-03-23,"Shizuoka",0,NA,NA
2020-03-23,"Tochigi",0,NA,NA
2020-03-23,"Tokushima",0,NA,NA
2020-03-23,"Tokyo",16,NA,NA
2020-03-23,"Tottori",0,NA,NA
2020-03-23,"Toyama",0,NA,NA
2020-03-23,"Wakayama",0,NA,NA
2020-03-23,"Yamagata",0,NA,NA
2020-03-23,"Yamaguchi",0,NA,NA
2020-03-23,"Yamanashi",0,NA,NA
2020-03-24,"Aichi",3,NA,NA
2020-03-24,"Akita",0,NA,NA
2020-03-24,"Aomori",0,NA,NA
2020-03-24,"Chiba",1,NA,NA
2020-03-24,"Ehime",0,NA,NA
2020-03-24,"Fukui",0,NA,NA
2020-03-24,"Fukuoka",3,NA,NA
2020-03-24,"Fukushima",0,NA,NA
2020-03-24,"Gifu",3,NA,NA
2020-03-24,"Gunma",2,NA,NA
2020-03-24,"Hiroshima",0,NA,NA
2020-03-24,"Hokkaido",1,NA,NA
2020-03-24,"Hyogo",5,NA,NA
2020-03-24,"Ibaraki",5,NA,NA
2020-03-24,"Ishikawa",0,NA,NA
2020-03-24,"Iwate",0,NA,NA
2020-03-24,"Kagawa",0,NA,NA
2020-03-24,"Kagoshima",0,NA,NA
2020-03-24,"Kanagawa",6,NA,NA
2020-03-24,"Kochi",0,NA,NA
2020-03-24,"Kumamoto",0,NA,NA
2020-03-24,"Kyoto",2,NA,NA
2020-03-24,"Mie",0,NA,NA
2020-03-24,"Miyagi",0,NA,NA
2020-03-24,"Miyazaki",1,NA,NA
2020-03-24,"Nagano",1,NA,NA
2020-03-24,"Nagasaki",0,NA,NA
2020-03-24,"Nara",0,NA,NA
2020-03-24,"Niigata",1,NA,NA
2020-03-24,"Oita",1,NA,NA
2020-03-24,"Okayama",0,NA,NA
2020-03-24,"Okinawa",1,NA,NA
2020-03-24,"Osaka",8,NA,NA
2020-03-24,"Saga",0,NA,NA
2020-03-24,"Saitama",7,NA,NA
2020-03-24,"Shiga",0,NA,NA
2020-03-24,"Shimane",0,NA,NA
2020-03-24,"Shizuoka",0,NA,NA
2020-03-24,"Tochigi",2,NA,NA
2020-03-24,"Tokushima",0,NA,NA
2020-03-24,"Tokyo",36,NA,NA
2020-03-24,"Tottori",0,NA,NA
2020-03-24,"Toyama",0,NA,NA
2020-03-24,"Wakayama",0,NA,NA
2020-03-24,"Yamagata",0,NA,NA
2020-03-24,"Yamaguchi",0,NA,NA
2020-03-24,"Yamanashi",0,NA,NA
2020-03-25,"Aichi",6,NA,NA
2020-03-25,"Akita",0,NA,NA
2020-03-25,"Aomori",4,NA,NA
2020-03-25,"Chiba",5,NA,NA
2020-03-25,"Ehime",0,NA,NA
2020-03-25,"Fukui",2,NA,NA
2020-03-25,"Fukuoka",0,NA,NA
2020-03-25,"Fukushima",0,NA,NA
2020-03-25,"Gifu",1,NA,NA
2020-03-25,"Gunma",1,NA,NA
2020-03-25,"Hiroshima",0,NA,NA
2020-03-25,"Hokkaido",4,NA,NA
2020-03-25,"Hyogo",1,NA,NA
2020-03-25,"Ibaraki",0,NA,NA
2020-03-25,"Ishikawa",0,NA,NA
2020-03-25,"Iwate",0,NA,NA
2020-03-25,"Kagawa",0,NA,NA
2020-03-25,"Kagoshima",0,NA,NA
2020-03-25,"Kanagawa",4,NA,NA
2020-03-25,"Kochi",0,NA,NA
2020-03-25,"Kumamoto",1,NA,NA
2020-03-25,"Kyoto",4,NA,NA
2020-03-25,"Mie",0,NA,NA
2020-03-25,"Miyagi",0,NA,NA
2020-03-25,"Miyazaki",0,NA,NA
2020-03-25,"Nagano",0,NA,NA
2020-03-25,"Nagasaki",1,NA,NA
2020-03-25,"Nara",0,NA,NA
2020-03-25,"Niigata",1,NA,NA
2020-03-25,"Oita",2,NA,NA
2020-03-25,"Okayama",0,NA,NA
2020-03-25,"Okinawa",0,NA,NA
2020-03-25,"Osaka",7,NA,NA
2020-03-25,"Saga",0,NA,NA
2020-03-25,"Saitama",1,NA,NA
2020-03-25,"Shiga",0,NA,NA
2020-03-25,"Shimane",0,NA,NA
2020-03-25,"Shizuoka",0,NA,NA
2020-03-25,"Tochigi",4,NA,NA
2020-03-25,"Tokushima",0,NA,NA
2020-03-25,"Tokyo",41,NA,NA
2020-03-25,"Tottori",0,NA,NA
2020-03-25,"Toyama",0,NA,NA
2020-03-25,"Wakayama",0,NA,NA
2020-03-25,"Yamagata",0,NA,NA
2020-03-25,"Yamaguchi",1,NA,NA
2020-03-25,"Yamanashi",2,NA,NA
2020-03-26,"Aichi",3,NA,NA
2020-03-26,"Akita",0,NA,NA
2020-03-26,"Aomori",0,NA,NA
2020-03-26,"Chiba",3,NA,NA
2020-03-26,"Ehime",0,NA,NA
2020-03-26,"Fukui",3,NA,NA
2020-03-26,"Fukuoka",3,NA,NA
2020-03-26,"Fukushima",0,NA,NA
2020-03-26,"Gifu",3,NA,NA
2020-03-26,"Gunma",0,NA,NA
2020-03-26,"Hiroshima",1,NA,NA
2020-03-26,"Hokkaido",1,NA,NA
2020-03-26,"Hyogo",1,NA,NA
2020-03-26,"Ibaraki",0,NA,NA
2020-03-26,"Ishikawa",0,NA,NA
2020-03-26,"Iwate",0,NA,NA
2020-03-26,"Kagawa",0,NA,NA
2020-03-26,"Kagoshima",1,NA,NA
2020-03-26,"Kanagawa",6,NA,NA
2020-03-26,"Kochi",0,NA,NA
2020-03-26,"Kumamoto",0,NA,NA
2020-03-26,"Kyoto",3,NA,NA
2020-03-26,"Mie",0,NA,NA
2020-03-26,"Miyagi",1,NA,NA
2020-03-26,"Miyazaki",0,NA,NA
2020-03-26,"Nagano",0,NA,NA
2020-03-26,"Nagasaki",0,NA,NA
2020-03-26,"Nara",0,NA,NA
2020-03-26,"Niigata",0,NA,NA
2020-03-26,"Oita",0,NA,NA
2020-03-26,"Okayama",0,NA,NA
2020-03-26,"Okinawa",1,NA,NA
2020-03-26,"Osaka",7,NA,NA
2020-03-26,"Saga",0,NA,NA
2020-03-26,"Saitama",7,NA,NA
2020-03-26,"Shiga",1,NA,NA
2020-03-26,"Shimane",0,NA,NA
2020-03-26,"Shizuoka",0,NA,NA
2020-03-26,"Tochigi",1,NA,NA
2020-03-26,"Tokushima",0,NA,NA
2020-03-26,"Tokyo",46,NA,NA
2020-03-26,"Tottori",0,NA,NA
2020-03-26,"Toyama",0,NA,NA
2020-03-26,"Wakayama",0,NA,NA
2020-03-26,"Yamagata",0,NA,NA
2020-03-26,"Yamaguchi",1,NA,NA
2020-03-26,"Yamanashi",0,NA,NA
2020-03-27,"Aichi",3,NA,NA
2020-03-27,"Akita",2,NA,NA
2020-03-27,"Aomori",0,NA,NA
2020-03-27,"Chiba",8,NA,NA
2020-03-27,"Ehime",1,NA,NA
2020-03-27,"Fukui",3,NA,NA
2020-03-27,"Fukuoka",4,NA,NA
2020-03-27,"Fukushima",0,NA,NA
2020-03-27,"Gifu",2,NA,NA
2020-03-27,"Gunma",0,NA,NA
2020-03-27,"Hiroshima",0,NA,NA
2020-03-27,"Hokkaido",1,NA,NA
2020-03-27,"Hyogo",3,NA,NA
2020-03-27,"Ibaraki",3,NA,NA
2020-03-27,"Ishikawa",0,NA,NA
2020-03-27,"Iwate",0,NA,NA
2020-03-27,"Kagawa",0,NA,NA
2020-03-27,"Kagoshima",0,NA,NA
2020-03-27,"Kanagawa",10,NA,NA
2020-03-27,"Kochi",1,NA,NA
2020-03-27,"Kumamoto",2,NA,NA
2020-03-27,"Kyoto",1,NA,NA
2020-03-27,"Mie",0,NA,NA
2020-03-27,"Miyagi",0,NA,NA
2020-03-27,"Miyazaki",0,NA,NA
2020-03-27,"Nagano",1,NA,NA
2020-03-27,"Nagasaki",0,NA,NA
2020-03-27,"Nara",0,NA,NA
2020-03-27,"Niigata",1,NA,NA
2020-03-27,"Oita",2,NA,NA
2020-03-27,"Okayama",1,NA,NA
2020-03-27,"Okinawa",0,NA,NA
2020-03-27,"Osaka",20,NA,NA
2020-03-27,"Saga",0,NA,NA
2020-03-27,"Saitama",6,NA,NA
2020-03-27,"Shiga",0,NA,NA
2020-03-27,"Shimane",0,NA,NA
2020-03-27,"Shizuoka",0,NA,NA
2020-03-27,"Tochigi",0,NA,NA
2020-03-27,"Tokushima",0,NA,NA
2020-03-27,"Tokyo",21,NA,NA
2020-03-27,"Tottori",0,NA,NA
2020-03-27,"Toyama",0,NA,NA
2020-03-27,"Wakayama",0,NA,NA
2020-03-27,"Yamagata",0,NA,NA
2020-03-27,"Yamaguchi",0,NA,NA
2020-03-27,"Yamanashi",0,NA,NA
2020-03-28,"Aichi",4,NA,NA
2020-03-28,"Akita",0,NA,NA
2020-03-28,"Aomori",1,NA,NA
2020-03-28,"Chiba",86,NA,NA
2020-03-28,"Ehime",0,NA,NA
2020-03-28,"Fukui",3,NA,NA
2020-03-28,"Fukuoka",6,NA,NA
2020-03-28,"Fukushima",0,NA,NA
2020-03-28,"Gifu",2,NA,NA
2020-03-28,"Gunma",0,NA,NA
2020-03-28,"Hiroshima",0,NA,NA
2020-03-28,"Hokkaido",3,NA,NA
2020-03-28,"Hyogo",3,NA,NA
2020-03-28,"Ibaraki",3,NA,NA
2020-03-28,"Ishikawa",1,NA,NA
2020-03-28,"Iwate",0,NA,NA
2020-03-28,"Kagawa",0,NA,NA
2020-03-28,"Kagoshima",0,NA,NA
2020-03-28,"Kanagawa",13,NA,NA
2020-03-28,"Kochi",0,NA,NA
2020-03-28,"Kumamoto",1,NA,NA
2020-03-28,"Kyoto",5,NA,NA
2020-03-28,"Mie",0,NA,NA
2020-03-28,"Miyagi",0,NA,NA
2020-03-28,"Miyazaki",0,NA,NA
2020-03-28,"Nagano",0,NA,NA
2020-03-28,"Nagasaki",0,NA,NA
2020-03-28,"Nara",2,NA,NA
2020-03-28,"Niigata",1,NA,NA
2020-03-28,"Oita",0,NA,NA
2020-03-28,"Okayama",1,NA,NA
2020-03-28,"Okinawa",2,NA,NA
2020-03-28,"Osaka",15,NA,NA
2020-03-28,"Saga",0,NA,NA
2020-03-28,"Saitama",6,NA,NA
2020-03-28,"Shiga",0,NA,NA
2020-03-28,"Shimane",0,NA,NA
2020-03-28,"Shizuoka",0,NA,NA
2020-03-28,"Tochigi",0,NA,NA
2020-03-28,"Tokushima",0,NA,NA
2020-03-28,"Tokyo",64,NA,NA
2020-03-28,"Tottori",0,NA,NA
2020-03-28,"Toyama",0,NA,NA
2020-03-28,"Wakayama",0,NA,NA
2020-03-28,"Yamagata",0,NA,NA
2020-03-28,"Yamaguchi",0,NA,NA
2020-03-28,"Yamanashi",0,NA,NA
2020-03-29,"Aichi",3,NA,NA
2020-03-29,"Akita",0,NA,NA
2020-03-29,"Aomori",0,NA,NA
2020-03-29,"Chiba",8,NA,NA
2020-03-29,"Ehime",0,NA,NA
2020-03-29,"Fukui",1,NA,NA
2020-03-29,"Fukuoka",4,NA,NA
2020-03-29,"Fukushima",0,NA,NA
2020-03-29,"Gifu",1,NA,NA
2020-03-29,"Gunma",3,NA,NA
2020-03-29,"Hiroshima",2,NA,NA
2020-03-29,"Hokkaido",4,NA,NA
2020-03-29,"Hyogo",7,NA,NA
2020-03-29,"Ibaraki",0,NA,NA
2020-03-29,"Ishikawa",0,NA,NA
2020-03-29,"Iwate",0,NA,NA
2020-03-29,"Kagawa",0,NA,NA
2020-03-29,"Kagoshima",0,NA,NA
2020-03-29,"Kanagawa",9,NA,NA
2020-03-29,"Kochi",1,NA,NA
2020-03-29,"Kumamoto",1,NA,NA
2020-03-29,"Kyoto",7,NA,NA
2020-03-29,"Mie",0,NA,NA
2020-03-29,"Miyagi",2,NA,NA
2020-03-29,"Miyazaki",0,NA,NA
2020-03-29,"Nagano",2,NA,NA
2020-03-29,"Nagasaki",0,NA,NA
2020-03-29,"Nara",0,NA,NA
2020-03-29,"Niigata",0,NA,NA
2020-03-29,"Oita",1,NA,NA
2020-03-29,"Okayama",0,NA,NA
2020-03-29,"Okinawa",0,NA,NA
2020-03-29,"Osaka",17,NA,NA
2020-03-29,"Saga",0,NA,NA
2020-03-29,"Saitama",5,NA,NA
2020-03-29,"Shiga",0,NA,NA
2020-03-29,"Shimane",0,NA,NA
2020-03-29,"Shizuoka",0,NA,NA
2020-03-29,"Tochigi",1,NA,NA
2020-03-29,"Tokushima",0,NA,NA
2020-03-29,"Tokyo",72,NA,NA
2020-03-29,"Tottori",0,NA,NA
2020-03-29,"Toyama",0,NA,NA
2020-03-29,"Wakayama",0,NA,NA
2020-03-29,"Yamagata",0,NA,NA
2020-03-29,"Yamaguchi",0,NA,NA
2020-03-29,"Yamanashi",0,NA,NA
2020-03-30,"Aichi",3,NA,NA
2020-03-30,"Akita",1,NA,NA
2020-03-30,"Aomori",1,NA,NA
2020-03-30,"Chiba",6,NA,NA
2020-03-30,"Ehime",0,NA,NA
2020-03-30,"Fukui",2,NA,NA
2020-03-30,"Fukuoka",3,NA,NA
2020-03-30,"Fukushima",0,NA,NA
2020-03-30,"Gifu",4,NA,NA
2020-03-30,"Gunma",1,NA,NA
2020-03-30,"Hiroshima",0,NA,NA
2020-03-30,"Hokkaido",1,NA,NA
2020-03-30,"Hyogo",4,NA,NA
2020-03-30,"Ibaraki",4,NA,NA
2020-03-30,"Ishikawa",2,NA,NA
2020-03-30,"Iwate",0,NA,NA
2020-03-30,"Kagawa",1,NA,NA
2020-03-30,"Kagoshima",0,NA,NA
2020-03-30,"Kanagawa",3,NA,NA
2020-03-30,"Kochi",1,NA,NA
2020-03-30,"Kumamoto",2,NA,NA
2020-03-30,"Kyoto",9,NA,NA
2020-03-30,"Mie",2,NA,NA
2020-03-30,"Miyagi",2,NA,NA
2020-03-30,"Miyazaki",0,NA,NA
2020-03-30,"Nagano",0,NA,NA
2020-03-30,"Nagasaki",0,NA,NA
2020-03-30,"Nara",0,NA,NA
2020-03-30,"Niigata",0,NA,NA
2020-03-30,"Oita",0,NA,NA
2020-03-30,"Okayama",1,NA,NA
2020-03-30,"Okinawa",1,NA,NA
